InventoryID,ProductID,QuantityChange,ChangeType,ChangeDate
581,102,15,Purchase,2023-08-15 19:37:00
582,108,-45,Damage,2023-06-30 00:30:00
583,108,-5,Damage,2023-02-26 03:17:00
584,106,-39,Damage,2023-01-18 08:02:00
585,103,46,Purchase,2023-07-07 19:27:00
586,101,48,Purchase,2023-02-15 21:27:00
587,106,-18,Damage,2024-02-15 09:52:00
588,109,7,Purchase,2023-12-28 12:00:00
589,105,31,Purchase,2023-03-28 03:45:00
590,103,-13,Return,2023-01-18 10:51:00
591,110,-19,Return,2023-04-30 17:30:00
592,102,39,Adjustment,2023-08-09 01:17:00
593,103,-18,Return,2023-02-24 20:05:00
594,106,-9,Return,2024-01-19 06:50:00
595,105,-39,Damage,2023-04-20 00:09:00
596,101,5,Purchase,2023-05-19 13:13:00
597,108,-39,Damage,2023-10-10 10:13:00
598,105,32,Purchase,2023-12-22 21:14:00
599,108,-1,Return,2023-10-07 13:13:00
600,109,-1,Damage,2024-03-14 00:03:00
601,105,2,Purchase,2023-07-15 15:43:00
602,107,-30,Return,2023-01-08 17:50:00
603,110,-35,Return,2023-06-25 00:11:00
604,102,-34,Damage,2023-11-21 05:14:00
605,108,12,Adjustment,2023-07-20 19:21:00
606,108,25,Purchase,2024-01-30 12:59:00
607,110,39,Adjustment,2023-08-18 14:19:00
608,105,-39,Damage,2023-06-02 04:20:00
609,106,24,Purchase,2023-03-24 11:52:00
610,106,-40,Return,2023-08-13 00:28:00
611,108,-8,Return,2023-01-23 01:01:00
612,101,14,Purchase,2023-01-23 09:14:00
613,108,-49,Return,2024-01-15 12:51:00
614,107,10,Purchase,2024-02-03 21:21:00
615,107,-21,Return,2023-08-03 16:57:00
616,105,-9,Damage,2023-07-27 08:32:00
617,109,-29,Return,2023-06-04 11:37:00
618,106,30,Adjustment,2023-04-23 22:58:00
619,104,28,Adjustment,2023-03-23 17:17:00
620,107,42,Purchase,2024-01-30 16:29:00
621,107,38,Adjustment,2024-03-19 23:06:00
622,104,27,Adjustment,2024-02-28 15:54:00
623,103,45,Adjustment,2023-07-03 06:58:00
624,102,-35,Return,2024-03-22 22:39:00
625,107,39,Purchase,2023-05-17 16:43:00
626,104,5,Adjustment,2024-01-19 16:15:00
627,110,-3,Damage,2024-02-20 08:02:00
628,110,5,Purchase,2023-04-25 20:09:00
629,106,17,Purchase,2023-01-07 18:06:00
630,101,-42,Damage,2023-08-13 23:56:00
631,102,-44,Damage,2023-11-01 19:11:00
632,108,-49,Damage,2023-06-12 07:58:00
633,109,-28,Return,2023-09-28 01:18:00
634,101,32,Adjustment,2023-03-27 02:39:00
635,108,-9,Return,2023-08-01 19:01:00
636,101,-37,Return,2023-10-15 15:31:00
637,105,-14,Return,2023-09-25 22:27:00
638,103,36,Purchase,2023-05-03 12:26:00
639,104,-7,Damage,2023-11-15 19:30:00
640,110,14,Purchase,2023-07-31 08:30:00
641,106,-21,Damage,2023-01-01 21:18:00
642,103,-19,Return,2023-04-10 04:16:00
643,107,37,Adjustment,2023-08-30 06:06:00
644,103,44,Purchase,2023-01-04 13:45:00
645,110,40,Adjustment,2023-11-18 05:25:00
646,109,6,Purchase,2024-02-21 03:56:00
647,104,-22,Damage,2023-02-06 22:37:00
648,101,-47,Return,2023-12-17 21:57:00
649,110,35,Purchase,2024-01-28 11:48:00
650,103,-23,Return,2023-02-09 16:14:00
651,104,-45,Damage,2023-10-09 13:15:00
652,109,45,Purchase,2023-04-08 06:52:00
653,102,-10,Return,2024-02-11 01:31:00
654,107,48,Adjustment,2023-02-19 07:55:00
655,108,44,Adjustment,2023-10-04 08:01:00
656,107,-8,Return,2024-01-27 00:28:00
657,109,-15,Return,2023-11-04 04:04:00
658,102,-34,Damage,2023-07-19 02:20:00
659,106,-24,Return,2023-06-17 19:37:00
660,103,-42,Damage,2024-03-17 11:52:00
661,104,7,Adjustment,2023-01-31 22:36:00
662,110,12,Adjustment,2023-03-17 20:46:00
663,103,17,Adjustment,2023-02-28 01:03:00
664,105,-3,Return,2023-09-23 12:12:00
665,109,-47,Return,2024-03-08 00:06:00
666,110,-30,Return,2024-01-13 08:37:00
667,104,-43,Damage,2023-12-23 00:44:00
668,108,43,Adjustment,2023-04-30 20:22:00
669,104,-15,Damage,2024-01-23 01:01:00
670,110,45,Purchase,2023-12-04 10:59:00
671,105,48,Adjustment,2023-10-18 09:03:00
672,105,34,Purchase,2023-08-22 15:51:00
673,107,32,Purchase,2023-08-04 06:28:00
674,105,-6,Return,2024-01-15 03:12:00
675,107,-28,Damage,2023-01-24 20:38:00
676,104,24,Purchase,2023-03-03 17:26:00
677,107,-49,Return,2023-07-11 00:50:00
678,102,-41,Damage,2023-06-04 01:33:00
679,104,24,Purchase,2023-12-26 13:54:00
680,103,-5,Damage,2023-07-21 19:53:00
681,103,-28,Damage,2024-01-10 00:36:00
682,102,1,Purchase,2023-02-07 11:03:00
683,107,-12,Damage,2023-05-27 23:44:00
684,110,-39,Damage,2023-05-09 00:56:00
685,101,-9,Damage,2023-08-31 05:06:00
686,110,46,Purchase,2023-08-28 17:12:00
687,108,9,Purchase,2023-02-16 21:01:00
688,110,-1,Damage,2023-07-06 08:36:00
689,110,14,Adjustment,2023-05-19 02:26:00
690,108,-18,Damage,2023-02-20 01:20:00
691,109,-19,Damage,2023-12-07 19:47:00
692,104,47,Purchase,2024-02-10 13:55:00
693,105,22,Adjustment,2024-02-25 18:24:00
694,109,25,Adjustment,2023-09-20 06:19:00
695,106,-28,Return,2023-06-14 05:06:00
696,107,-17,Damage,2024-02-02 20:13:00
697,102,-50,Return,2023-05-15 04:30:00
698,108,-20,Return,2024-01-14 23:12:00
699,110,-27,Damage,2023-08-12 17:24:00
700,102,-47,Return,2023-10-23 23:31:00
701,103,-45,Return,2023-01-13 08:12:00
702,103,11,Adjustment,2023-11-02 11:40:00
703,103,-6,Return,2023-11-22 20:56:00
704,106,2,Adjustment,2023-12-21 15:32:00
705,101,-16,Return,2024-01-12 14:51:00
706,105,-45,Return,2024-01-19 14:23:00
707,106,-5,Damage,2023-08-25 15:36:00
708,106,-46,Damage,2023-10-14 06:41:00
709,102,-45,Return,2023-03-04 03:17:00
710,105,-31,Return,2023-05-14 16:33:00
711,101,-7,Return,2023-11-11 11:43:00
712,108,-15,Damage,2023-11-18 04:02:00
713,102,-34,Return,2023-08-05 06:14:00
714,105,26,Adjustment,2023-05-22 09:01:00
715,102,25,Adjustment,2023-05-06 04:37:00
716,109,33,Purchase,2023-04-25 04:43:00
717,109,-9,Damage,2023-02-16 16:37:00
718,108,42,Purchase,2024-03-14 22:39:00
719,106,27,Purchase,2024-01-24 17:12:00
720,102,14,Purchase,2023-03-09 20:08:00
721,105,-17,Return,2023-01-05 16:25:00
722,101,30,Purchase,2023-05-03 22:13:00
723,106,-12,Damage,2023-07-01 11:06:00
724,105,1,Purchase,2023-09-25 21:11:00
725,108,-29,Return,2023-06-01 04:40:00
726,104,32,Purchase,2023-12-26 10:03:00
727,109,-7,Return,2024-02-29 07:43:00
728,109,-7,Damage,2023-07-03 13:46:00
729,105,33,Adjustment,2023-10-04 14:40:00
730,107,-46,Return,2023-08-09 10:57:00
731,101,13,Purchase,2024-02-20 03:53:00
732,103,8,Purchase,2024-01-05 16:40:00
733,110,-33,Damage,2024-02-24 14:44:00
734,110,15,Purchase,2023-08-23 00:58:00
735,108,-18,Damage,2023-07-24 02:35:00
736,102,-3,Damage,2024-01-19 19:29:00
737,109,-19,Return,2024-02-09 18:27:00
738,104,35,Adjustment,2023-06-05 10:56:00
739,103,-17,Return,2023-12-24 07:17:00
740,105,-29,Return,2023-08-04 02:40:00
741,110,-17,Return,2023-11-12 12:14:00
742,108,40,Purchase,2023-06-05 10:28:00
743,105,37,Purchase,2023-07-24 20:42:00
744,110,-26,Damage,2024-03-07 01:46:00
745,110,1,Purchase,2023-04-07 00:52:00
746,107,27,Adjustment,2024-02-18 01:02:00
747,103,47,Purchase,2024-02-26 09:19:00
748,109,19,Purchase,2023-06-12 02:44:00
749,108,3,Purchase,2023-11-27 20:20:00
750,109,34,Adjustment,2023-05-13 19:38:00
751,107,19,Adjustment,2023-04-13 11:32:00
752,107,-28,Damage,2023-10-30 03:40:00
753,108,47,Adjustment,2023-04-12 16:00:00
754,109,-22,Damage,2024-02-16 05:09:00
755,106,6,Purchase,2023-04-06 07:17:00
756,106,30,Purchase,2023-03-06 23:08:00
757,104,-40,Return,2023-07-21 02:52:00
758,101,4,Purchase,2023-02-17 16:23:00
759,110,-7,Damage,2023-09-13 12:38:00
760,101,27,Purchase,2023-02-01 13:34:00
761,102,34,Purchase,2023-07-28 01:51:00
762,104,16,Adjustment,2024-01-20 16:11:00
763,107,-21,Return,2023-09-10 06:54:00
764,110,-22,Return,2023-04-11 19:26:00
765,105,-13,Return,2023-09-01 23:56:00
766,110,3,Adjustment,2023-12-13 01:43:00
767,104,-17,Return,2024-01-21 00:31:00
768,107,-6,Damage,2023-06-21 00:51:00
769,107,41,Purchase,2023-11-18 14:17:00
770,109,-43,Damage,2023-09-15 19:50:00
771,102,31,Adjustment,2023-04-28 03:05:00
772,109,-22,Return,2024-03-22 20:42:00
773,103,17,Purchase,2023-06-01 05:02:00
774,102,-27,Damage,2023-12-05 17:39:00
775,109,25,Purchase,2023-06-06 20:20:00
776,102,29,Adjustment,2023-06-18 15:07:00
777,104,47,Adjustment,2023-04-01 12:06:00
778,102,44,Adjustment,2023-02-06 01:52:00
779,105,41,Adjustment,2023-04-16 07:52:00
780,107,46,Adjustment,2023-09-06 01:51:00
781,105,-50,Return,2024-01-17 01:37:00
782,105,37,Purchase,2023-06-24 23:46:00
783,106,12,Purchase,2023-10-05 06:58:00
784,101,6,Purchase,2023-11-28 02:40:00
785,109,33,Purchase,2023-07-23 12:43:00
786,108,-28,Damage,2023-09-27 22:55:00
787,108,-2,Damage,2023-07-02 04:59:00
788,105,11,Adjustment,2023-04-24 21:30:00
789,102,-14,Return,2023-08-15 04:29:00
790,101,7,Adjustment,2024-02-13 03:10:00
791,107,-42,Return,2023-02-12 12:33:00
792,103,-16,Return,2023-02-26 22:41:00
793,108,-31,Damage,2024-02-21 09:52:00
794,102,3,Adjustment,2023-02-11 23:48:00
795,108,41,Adjustment,2023-10-31 10:24:00
796,103,6,Purchase,2023-10-02 12:05:00
797,108,38,Purchase,2023-09-03 21:43:00
798,103,-23,Damage,2024-03-17 02:05:00
799,109,-19,Return,2023-04-30 01:28:00
800,104,14,Purchase,2023-08-25 20:37:00
801,103,-1,Damage,2023-05-16 14:51:00
802,103,-31,Return,2023-04-03 12:18:00
803,103,23,Adjustment,2024-02-18 14:57:00
804,103,19,Adjustment,2024-03-20 23:31:00
805,107,49,Adjustment,2023-11-08 07:20:00
806,108,-27,Return,2023-04-13 21:18:00
807,107,-45,Damage,2023-01-11 00:53:00
808,107,34,Adjustment,2023-07-05 07:27:00
809,106,-17,Return,2023-09-22 19:40:00
810,106,-17,Return,2023-07-07 21:26:00
811,108,-7,Return,2024-03-10 20:56:00
812,102,33,Adjustment,2023-09-30 18:47:00
813,102,45,Adjustment,2023-06-04 04:35:00
814,108,33,Purchase,2023-12-16 11:10:00
815,110,28,Purchase,2023-12-17 19:03:00
816,104,24,Adjustment,2024-01-01 22:50:00
817,108,26,Adjustment,2024-02-20 02:00:00
818,101,-6,Damage,2023-12-10 08:01:00
819,104,-49,Damage,2023-10-20 05:32:00
820,106,25,Adjustment,2023-12-12 20:57:00
821,108,35,Purchase,2023-01-01 04:55:00
822,110,23,Adjustment,2023-06-21 15:44:00
823,107,35,Purchase,2024-03-26 20:09:00
824,108,26,Purchase,2024-03-02 09:37:00
825,106,47,Adjustment,2023-07-14 07:43:00
826,108,35,Purchase,2024-01-22 05:07:00
827,109,16,Purchase,2023-03-21 16:58:00
828,103,47,Purchase,2023-03-20 22:17:00
829,103,-8,Return,2023-03-30 01:01:00
830,107,-41,Damage,2024-03-13 12:37:00
831,109,31,Purchase,2023-03-08 05:26:00
832,110,18,Purchase,2023-07-22 09:55:00
833,110,50,Adjustment,2023-02-25 09:29:00
834,105,-9,Damage,2023-11-19 21:36:00
835,101,47,Purchase,2023-02-18 01:33:00
836,110,-47,Damage,2023-08-06 23:31:00
837,106,46,Adjustment,2024-01-06 02:00:00
838,101,22,Adjustment,2023-12-05 11:18:00
839,110,28,Adjustment,2023-06-25 10:08:00
840,109,36,Adjustment,2023-10-05 10:17:00
841,103,-36,Damage,2023-07-06 00:59:00
842,102,24,Adjustment,2023-09-12 11:47:00
843,104,49,Purchase,2023-09-29 03:18:00
844,109,-25,Return,2023-05-23 17:25:00
845,103,23,Adjustment,2023-10-04 01:59:00
846,105,2,Adjustment,2023-04-02 08:54:00
847,108,44,Purchase,2023-09-07 17:45:00
848,103,27,Adjustment,2024-02-01 11:15:00
849,101,-39,Damage,2023-06-16 21:11:00
850,110,14,Purchase,2023-08-22 14:50:00
851,104,1,Adjustment,2023-11-02 01:34:00
852,105,-5,Return,2023-02-12 02:28:00
853,102,26,Purchase,2023-09-19 18:39:00
854,103,14,Adjustment,2023-08-24 03:33:00
855,102,50,Adjustment,2023-03-08 19:33:00
856,104,16,Adjustment,2024-03-24 15:40:00
857,106,44,Adjustment,2024-02-24 20:44:00
858,110,-18,Damage,2024-01-25 21:48:00
859,102,13,Adjustment,2024-02-09 01:38:00
860,105,-18,Return,2023-06-19 06:15:00
861,107,-20,Damage,2023-04-27 03:33:00
862,107,13,Purchase,2023-12-18 13:20:00
863,106,46,Adjustment,2023-10-16 15:45:00
864,109,43,Adjustment,2023-05-17 10:01:00
865,103,-48,Return,2023-09-24 05:11:00
866,103,-19,Return,2023-08-08 12:52:00
867,110,3,Adjustment,2024-03-04 00:09:00
868,102,35,Purchase,2024-01-09 01:27:00
869,106,10,Adjustment,2023-11-13 15:41:00
870,110,-46,Return,2023-02-03 00:32:00
871,104,26,Adjustment,2024-03-08 18:38:00
872,110,-14,Return,2023-06-17 02:55:00
873,108,28,Purchase,2023-08-18 13:04:00
874,103,-42,Return,2023-11-24 08:18:00
875,109,-23,Damage,2023-04-25 19:32:00
876,106,40,Adjustment,2023-12-02 13:29:00
877,109,45,Adjustment,2023-05-20 12:59:00
878,103,10,Adjustment,2024-01-04 14:01:00
879,106,-49,Damage,2023-05-29 01:50:00
880,104,-30,Return,2023-03-02 19:58:00
881,102,-29,Damage,2023-07-08 16:05:00
882,109,49,Purchase,2023-09-11 16:58:00
883,105,-31,Return,2023-02-28 01:14:00
884,105,41,Adjustment,2023-03-12 05:09:00
885,105,-45,Return,2023-03-11 05:24:00
886,101,-18,Return,2023-02-09 17:02:00
887,110,19,Adjustment,2023-09-13 21:15:00
888,101,30,Purchase,2023-05-15 00:57:00
889,101,50,Purchase,2023-03-01 09:12:00
890,109,-27,Damage,2023-04-04 20:50:00
891,106,-15,Return,2023-01-23 17:07:00
892,104,11,Adjustment,2023-06-02 04:13:00
893,101,10,Purchase,2023-04-12 20:06:00
894,109,-19,Damage,2023-08-26 00:07:00
895,103,-3,Return,2023-03-26 17:37:00
896,104,-22,Return,2023-01-13 17:58:00
897,101,49,Purchase,2023-02-28 22:53:00
898,104,17,Adjustment,2024-01-04 23:30:00
899,108,-18,Damage,2023-08-31 12:49:00
900,108,-3,Return,2023-10-10 15:35:00
901,101,14,Purchase,2023-07-14 11:13:00
902,109,-25,Return,2023-04-03 12:27:00
903,103,-8,Return,2023-08-01 08:16:00
904,108,-4,Damage,2023-02-10 04:25:00
905,103,34,Purchase,2023-05-01 03:48:00
906,101,1,Purchase,2023-04-26 07:49:00
907,107,-23,Return,2023-09-17 06:08:00
908,102,-28,Damage,2023-10-20 17:30:00
909,104,42,Adjustment,2024-03-12 23:11:00
910,108,-9,Damage,2023-03-07 07:56:00
911,108,9,Purchase,2024-02-17 18:13:00
912,108,33,Adjustment,2023-03-03 22:24:00
913,109,27,Purchase,2023-03-01 19:27:00
914,101,43,Adjustment,2023-05-08 01:41:00
915,104,-45,Return,2023-10-14 00:20:00
916,104,-13,Damage,2023-02-13 12:12:00
917,105,50,Adjustment,2024-02-19 12:15:00
918,103,-15,Return,2023-11-29 18:55:00
919,105,-24,Damage,2023-12-17 19:15:00
920,108,-34,Return,2023-01-01 08:42:00
921,101,-24,Return,2023-09-21 06:12:00
922,106,37,Purchase,2023-08-25 14:05:00
923,105,17,Purchase,2023-02-17 11:15:00
924,105,-5,Return,2023-10-11 13:19:00
925,110,5,Adjustment,2024-01-16 12:48:00
926,106,19,Purchase,2023-03-19 11:47:00
927,103,-49,Damage,2024-01-05 05:51:00
928,110,34,Purchase,2023-04-24 15:44:00
929,104,-19,Return,2024-01-28 03:56:00
930,104,30,Adjustment,2023-06-02 04:55:00
931,108,26,Adjustment,2023-10-13 00:14:00
932,103,16,Adjustment,2023-08-12 21:08:00
933,110,-39,Damage,2023-06-09 19:14:00
934,103,-19,Return,2023-07-14 21:42:00
935,102,24,Purchase,2023-07-08 18:04:00
936,108,-25,Damage,2023-11-16 02:10:00
937,105,7,Adjustment,2023-03-06 20:58:00
938,102,-19,Damage,2024-01-20 23:31:00
939,106,50,Purchase,2023-05-17 22:23:00
940,106,13,Adjustment,2023-10-09 22:18:00
941,101,-31,Damage,2023-01-23 15:46:00
942,108,-17,Return,2023-01-28 23:04:00
943,103,-17,Return,2023-10-18 02:56:00
944,104,-28,Return,2023-11-07 13:47:00
945,106,47,Purchase,2023-12-07 14:41:00
946,101,38,Adjustment,2023-10-13 22:36:00
947,106,17,Adjustment,2023-08-29 19:17:00
948,102,-43,Return,2023-08-25 18:49:00
949,103,-12,Return,2023-11-23 23:39:00
950,103,-43,Return,2023-08-08 05:27:00
951,105,-13,Return,2024-02-07 04:33:00
952,107,23,Purchase,2023-03-24 04:15:00
953,101,-42,Damage,2024-01-28 00:20:00
954,104,-41,Damage,2023-12-03 15:16:00
955,109,20,Adjustment,2023-01-11 13:38:00
956,101,20,Purchase,2023-03-31 20:06:00
957,107,-28,Damage,2023-12-08 02:07:00
958,108,-8,Return,2023-03-20 22:19:00
959,105,44,Purchase,2023-12-08 08:08:00
960,108,25,Purchase,2024-03-14 20:25:00
961,101,-41,Damage,2023-04-15 21:39:00
962,106,-8,Damage,2023-06-01 09:29:00
963,105,25,Adjustment,2024-02-23 09:21:00
964,102,26,Purchase,2023-08-25 07:27:00
965,107,45,Purchase,2024-01-22 03:39:00
966,106,22,Purchase,2023-04-06 09:08:00
967,110,-17,Damage,2024-03-05 13:08:00
968,101,-15,Damage,2024-01-20 22:35:00
969,105,50,Purchase,2023-11-20 22:23:00
970,102,2,Purchase,2023-06-21 04:23:00
971,101,46,Purchase,2023-01-07 22:50:00
972,110,-2,Return,2023-08-23 14:42:00
973,104,-2,Return,2023-09-28 11:09:00
974,108,8,Purchase,2023-04-12 19:58:00
975,105,8,Purchase,2023-05-31 08:15:00
976,106,-12,Damage,2023-08-28 10:53:00
977,110,34,Purchase,2023-02-17 22:47:00
978,102,44,Adjustment,2023-08-23 17:39:00
979,108,-39,Damage,2024-03-01 07:26:00
980,107,43,Adjustment,2023-05-06 05:18:00
981,110,26,Adjustment,2023-06-12 22:28:00
982,109,8,Adjustment,2023-03-07 03:30:00
983,106,-22,Damage,2023-12-16 14:33:00
984,104,26,Purchase,2024-03-21 01:24:00
985,108,31,Purchase,2023-12-12 03:58:00
986,107,-11,Damage,2023-05-02 04:13:00
987,105,-4,Return,2023-11-10 02:07:00
988,109,-35,Return,2023-04-19 23:42:00
989,102,28,Purchase,2023-10-10 23:58:00
990,101,17,Purchase,2023-09-24 00:10:00
991,104,-10,Return,2023-06-29 09:28:00
992,108,-35,Return,2023-12-05 22:53:00
993,102,49,Purchase,2023-09-28 06:59:00
994,104,-2,Return,2023-08-21 20:36:00
995,109,28,Adjustment,2023-06-26 19:19:00
996,104,-44,Return,2023-07-12 07:40:00
997,101,39,Adjustment,2023-09-28 23:34:00
998,103,-8,Return,2023-09-17 11:43:00
999,110,-31,Return,2023-04-22 17:31:00
1000,101,44,Purchase,2023-04-21 19:09:00
1001,101,-39,Damage,2023-06-14 10:03:00
1002,105,33,Purchase,2023-12-05 16:06:00
1003,104,50,Purchase,2023-11-13 16:31:00
1004,108,-21,Return,2023-11-12 15:27:00
1005,101,-7,Damage,2024-03-25 05:56:00
1006,101,1,Adjustment,2024-02-08 09:51:00
1007,107,24,Purchase,2023-04-22 19:27:00
1008,106,14,Purchase,2024-03-09 02:53:00
1009,106,45,Purchase,2023-04-25 04:56:00
1010,107,20,Adjustment,2023-12-15 00:34:00
1011,104,-42,Return,2023-05-23 06:31:00
1012,107,46,Purchase,2023-05-01 17:07:00
1013,107,-24,Damage,2023-03-17 19:56:00
1014,102,-22,Return,2023-09-20 21:51:00
1015,106,-13,Damage,2024-02-20 04:34:00
1016,101,19,Adjustment,2023-05-12 05:59:00
1017,108,-6,Return,2023-12-14 19:27:00
1018,101,6,Adjustment,2023-08-01 23:44:00
1019,104,-29,Damage,2024-01-10 04:07:00
1020,110,-6,Return,2023-06-23 07:47:00
1021,106,-32,Return,2023-11-30 05:12:00
1022,110,-41,Return,2023-09-27 00:57:00
1023,103,-48,Damage,2024-01-24 01:05:00
1024,108,41,Purchase,2023-02-27 18:29:00
1025,101,41,Adjustment,2023-07-31 01:58:00
1026,102,-7,Return,2023-03-05 16:05:00
1027,105,6,Purchase,2023-11-20 01:08:00
1028,109,-41,Damage,2023-12-28 14:58:00
1029,110,-1,Damage,2023-07-02 01:36:00
1030,108,-25,Return,2023-09-13 11:34:00
1031,109,-46,Return,2024-02-15 17:38:00
1032,107,24,Adjustment,2024-01-03 08:57:00
1033,102,30,Purchase,2023-05-29 16:35:00
1034,108,-45,Damage,2024-03-08 23:37:00
1035,102,44,Purchase,2023-07-15 14:43:00
1036,104,35,Purchase,2023-11-18 09:36:00
1037,106,-6,Return,2024-03-14 12:38:00
1038,101,-31,Return,2024-01-09 00:42:00
1039,109,44,Purchase,2023-01-07 10:48:00
1040,108,20,Purchase,2023-05-17 08:47:00
1041,103,34,Adjustment,2023-07-27 06:51:00
1042,102,-32,Return,2023-10-01 17:07:00
1043,104,43,Adjustment,2023-12-05 19:51:00
1044,107,38,Adjustment,2023-06-04 04:26:00
1045,103,9,Adjustment,2023-01-08 06:29:00
1046,108,-24,Return,2024-03-05 03:38:00
1047,110,-22,Damage,2023-05-02 22:01:00
1048,102,-42,Return,2023-09-16 19:51:00
1049,107,43,Adjustment,2023-10-16 23:38:00
1050,105,33,Purchase,2023-01-25 01:24:00
1051,103,25,Adjustment,2024-03-13 22:18:00
1052,104,35,Adjustment,2023-11-01 05:27:00
1053,103,4,Purchase,2023-11-01 03:16:00
1054,107,-9,Damage,2023-12-26 19:25:00
1055,104,34,Adjustment,2023-04-19 14:58:00
1056,101,36,Purchase,2023-03-13 11:57:00
1057,108,18,Adjustment,2024-01-08 04:03:00
1058,106,35,Purchase,2023-11-26 03:12:00
1059,102,30,Purchase,2023-01-22 23:46:00
1060,103,1,Adjustment,2023-03-23 12:04:00
1061,107,46,Purchase,2023-09-12 21:26:00
1062,109,-20,Return,2023-09-18 03:15:00
1063,109,-21,Damage,2023-12-17 17:37:00
1064,101,44,Adjustment,2023-10-04 04:42:00
1065,101,-13,Damage,2023-07-22 00:07:00
1066,106,-42,Return,2023-06-26 03:12:00
1067,110,-49,Return,2024-02-28 06:12:00
1068,104,2,Purchase,2023-07-31 21:12:00
1069,109,-43,Return,2024-01-28 00:35:00
1070,106,37,Adjustment,2023-11-14 01:11:00
1071,104,50,Purchase,2024-02-07 04:07:00
1072,107,5,Purchase,2023-11-23 21:55:00
1073,103,48,Adjustment,2024-02-11 10:49:00
1074,101,-39,Return,2024-03-08 18:24:00
1075,108,-35,Return,2023-10-18 05:30:00
1076,108,2,Adjustment,2024-03-25 22:09:00
1077,103,-8,Return,2023-04-08 15:32:00
1078,108,-14,Return,2023-04-29 01:50:00
1079,108,-32,Return,2023-12-23 23:33:00
1080,108,25,Adjustment,2023-02-15 08:31:00
1081,101,-28,Return,2023-05-09 19:09:00
1082,101,16,Purchase,2024-01-29 05:53:00
1083,103,14,Purchase,2023-06-04 13:33:00
1084,109,26,Purchase,2023-03-30 02:59:00
1085,106,-44,Return,2023-06-03 20:24:00
1086,104,4,Purchase,2023-07-29 02:01:00
1087,101,-14,Damage,2023-11-19 13:20:00
1088,110,2,Adjustment,2024-03-23 22:36:00
1089,105,17,Purchase,2023-07-27 08:43:00
1090,107,-6,Damage,2023-05-11 00:20:00
1091,103,-48,Return,2024-01-26 15:42:00
1092,105,-29,Damage,2023-03-16 15:11:00
1093,101,-12,Return,2023-08-10 23:26:00
1094,105,-5,Return,2024-03-07 07:42:00
1095,104,-25,Damage,2024-03-26 21:34:00
1096,103,6,Adjustment,2023-04-15 20:29:00
1097,104,21,Adjustment,2023-07-05 04:47:00
1098,108,-50,Damage,2023-02-23 09:48:00
1099,110,-39,Damage,2023-09-02 16:02:00
1100,106,44,Purchase,2023-06-13 01:56:00
1101,105,-45,Damage,2023-03-15 02:05:00
1102,102,-12,Return,2023-01-02 00:03:00
1103,109,-33,Damage,2023-12-13 23:31:00
1104,101,-7,Return,2023-02-26 05:56:00
1105,104,13,Purchase,2024-01-19 10:30:00
1106,102,13,Purchase,2024-01-20 23:51:00
1107,103,-17,Damage,2024-03-07 23:08:00
1108,104,10,Purchase,2023-11-24 22:07:00
1109,108,-17,Damage,2023-10-15 13:07:00
1110,106,36,Purchase,2023-04-08 14:38:00
1111,105,-44,Return,2024-01-19 14:15:00
1112,105,8,Purchase,2023-02-14 07:23:00
1113,108,29,Purchase,2023-06-12 06:13:00
1114,107,18,Adjustment,2024-03-19 05:14:00
1115,109,17,Purchase,2024-03-17 01:57:00
1116,102,-20,Return,2023-01-02 12:46:00
1117,103,-4,Return,2024-03-20 05:27:00
1118,102,-31,Damage,2023-07-08 12:03:00
1119,109,-4,Return,2023-07-31 14:36:00
1120,104,-8,Damage,2024-03-03 17:43:00
1121,101,-16,Return,2024-02-14 20:39:00
1122,109,38,Adjustment,2024-02-22 07:38:00
1123,106,-20,Return,2023-09-25 02:10:00
1124,104,14,Adjustment,2023-06-10 03:45:00
1125,104,19,Adjustment,2023-11-07 20:16:00
1126,108,-34,Return,2023-11-17 05:29:00
1127,106,-47,Return,2023-12-25 14:21:00
1128,106,49,Purchase,2023-08-26 00:31:00
1129,107,33,Purchase,2023-08-27 08:05:00
1130,103,-22,Return,2023-11-03 07:24:00
1131,102,15,Purchase,2023-12-03 03:23:00
1132,109,43,Adjustment,2023-11-13 19:53:00
1133,102,46,Adjustment,2023-06-28 00:22:00
1134,105,4,Purchase,2023-04-17 18:09:00
1135,101,-22,Damage,2023-07-29 04:37:00
1136,104,-36,Return,2023-12-07 16:05:00
1137,108,-47,Damage,2023-05-21 07:49:00
1138,102,-37,Damage,2023-09-19 05:21:00
1139,107,15,Purchase,2023-08-19 04:31:00
1140,108,28,Adjustment,2023-12-11 21:24:00
1141,108,48,Purchase,2023-03-28 12:38:00
1142,104,32,Purchase,2023-05-19 22:09:00
1143,105,11,Purchase,2023-07-17 03:03:00
1144,104,-32,Return,2023-02-26 00:29:00
1145,108,46,Adjustment,2023-08-07 15:40:00
1146,107,-3,Return,2023-03-29 19:53:00
1147,109,-45,Damage,2023-04-15 18:38:00
1148,104,1,Purchase,2023-11-13 16:31:00
1149,104,-30,Return,2024-01-14 21:37:00
1150,106,-27,Damage,2023-02-17 10:16:00
1151,103,-24,Return,2023-03-05 23:25:00
1152,102,48,Purchase,2023-03-06 07:16:00
1153,103,40,Adjustment,2023-12-22 02:00:00
1154,109,-28,Return,2023-09-20 03:05:00
1155,102,33,Purchase,2024-01-12 13:41:00
1156,105,-13,Damage,2023-01-13 17:33:00
