ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number,SalesPerson Id
B007534,1,1,3,2,1,5,null,ORD-000692,2025-03-17,PO-00692,333.08,33.31,19.11,42.61,2914.02,299.79,9,2025-03-28,null,SP-025
B002007,1,1,2,3,1,1,null,ORD-000693,2025-03-17,PO-00693,425.35,42.54,8.57,83.81,768.16,85.08,2,2025-03-18,null,SP-014
B005329,1,1,3,3,1,5,null,ORD-000694,2025-03-01,PO-00694,479.72,47.97,6.76,13.76,4111.44,383.76,8,2025-03-13,null,SP-008
B008442,1,1,1,1,1,9,null,ORD-000695,2025-03-03,PO-00695,445.46,44.55,12.79,34.29,1367.16,133.65,3,2025-03-12,null,SP-030
B008047,1,1,3,1,1,1,null,ORD-000696,2025-03-02,PO-00696,277.81,27.78,6.25,46.21,1296.9,138.9,5,2025-03-23,null,SP-035
B002651,1,1,1,1,1,9,null,ORD-000697,2025-03-13,PO-00697,67.4,6.74,9.14,1.68,72.46,6.74,1,2025-03-13,null,SP-002
B004777,1,1,1,2,1,1,null,ORD-000698,2025-03-22,PO-00698,122.46,12.25,15.54,19.19,924.16,98,8,2025-03-01,null,SP-003
B008999,1,1,2,3,1,4,null,ORD-000699,2025-03-21,PO-00699,287.97,28.8,17.14,4.12,1250.6,115.2,4,2025-03-07,null,SP-036
B003324,1,1,3,2,1,7,null,ORD-000700,2025-03-17,PO-00700,68.47,6.85,12.35,1.9,660.78,61.65,9,2025-03-27,null,SP-036
B009340,1,1,3,1,1,7,null,ORD-000701,2025-03-18,PO-00701,236.13,23.61,8.4,21.63,714.33,70.83,3,2025-03-27,null,SP-015
B004711,1,1,2,2,1,6,null,ORD-000702,2025-03-02,PO-00702,165.37,16.54,13.21,26.66,931.5,99.24,6,2025-03-27,null,SP-026
B005196,1,1,2,2,1,4,null,ORD-000703,2025-03-07,PO-00703,355.51,35.55,10.49,27.94,726.24,71.1,2,2025-03-17,null,SP-011
B006968,1,1,3,3,1,1,null,ORD-000704,2025-03-25,PO-00704,52.61,5.26,10.42,2.98,54.89,5.26,1,2025-03-09,null,SP-025
B002597,1,1,2,1,1,4,null,ORD-000705,2025-03-08,PO-00705,286.05,28.61,15.74,7.4,2765.34,257.49,9,2025-03-26,null,SP-035
B006605,1,1,1,2,1,1,null,ORD-000706,2025-03-26,PO-00706,313.5,31.35,7.87,31.14,1254.84,125.4,4,2025-03-05,null,SP-031
B007401,1,1,2,1,1,8,null,ORD-000707,2025-03-21,PO-00707,285.94,28.59,17.7,36.54,1667.94,171.54,6,2025-03-24,null,SP-031
B007082,1,1,1,2,1,6,null,ORD-000708,2025-03-08,PO-00708,68.25,6.83,19.64,5.4,487.76,47.81,7,2025-03-02,null,SP-030
B004434,1,1,3,2,1,4,null,ORD-000709,2025-03-19,PO-00709,331.34,33.13,11.11,43.44,1926.18,198.78,6,2025-03-22,null,SP-028
B002569,1,1,1,3,1,4,null,ORD-000710,2025-03-17,PO-00710,397.96,39.8,14.33,4.78,1731.92,159.2,4,2025-03-18,null,SP-025
B004741,1,1,1,2,1,5,null,ORD-000711,2025-03-13,PO-00711,461.07,46.11,19.13,89.4,4177.8,461.1,10,2025-03-28,null,SP-026
B001124,1,1,2,3,1,4,null,ORD-000712,2025-03-03,PO-00712,356.93,35.69,10.14,1.61,782.02,71.38,2,2025-03-17,null,SP-015
B001793,1,1,3,1,1,2,null,ORD-000713,2025-03-15,PO-00713,445.22,44.52,13.44,51.34,1753.6,178.08,4,2025-03-07,null,SP-018
B005867,1,1,3,2,1,8,null,ORD-000714,2025-03-21,PO-00714,293.87,29.39,14.9,8.46,314.8,29.39,1,2025-03-15,null,SP-023
B007826,1,1,3,3,1,7,null,ORD-000715,2025-03-10,PO-00715,257.2,25.72,19.3,18.99,2111.44,205.76,8,2025-03-18,null,SP-008
B001323,1,1,3,1,1,3,null,ORD-000716,2025-03-01,PO-00716,440.45,44.05,19.09,47.86,3056.48,308.35,7,2025-03-23,null,SP-038
B001720,1,1,1,3,1,4,null,ORD-000717,2025-03-08,PO-00717,161.42,16.14,5.15,30.74,1321.38,145.26,9,2025-03-10,null,SP-002
B008032,1,1,1,3,1,4,null,ORD-000718,2025-03-11,PO-00718,227.05,22.71,16.14,7.43,484.66,45.42,2,2025-03-06,null,SP-010
B006201,1,1,1,2,1,2,null,ORD-000719,2025-03-05,PO-00719,274.63,27.46,15.81,7.3,2947.9,274.6,10,2025-03-12,null,SP-014
B009499,1,1,2,1,1,2,null,ORD-000720,2025-03-26,PO-00720,36.13,3.61,6.65,6.89,131.4,14.44,4,2025-03-05,null,SP-035
B004230,1,1,1,2,1,1,null,ORD-000721,2025-03-27,PO-00721,309.31,30.93,17.73,34.4,3058.4,309.3,10,2025-03-16,null,SP-016
B002134,1,1,2,2,1,7,null,ORD-000722,2025-03-12,PO-00722,65.63,6.56,5.79,9.97,248.88,26.24,4,2025-03-26,null,SP-029
B009346,1,1,3,1,1,3,null,ORD-000723,2025-03-17,PO-00723,356.99,35.7,6.11,8.79,1919.5,178.5,5,2025-03-25,null,SP-036
B008260,1,1,1,3,1,4,null,ORD-000724,2025-03-21,PO-00724,482.43,48.24,7.01,41.76,2444.55,241.2,5,2025-03-21,null,SP-014
B002956,1,1,2,2,1,8,null,ORD-000725,2025-03-21,PO-00725,381.73,38.17,7.94,20.06,1199.52,114.51,3,2025-03-19,null,SP-005
B007182,1,1,1,2,1,7,null,ORD-000726,2025-03-02,PO-00726,93.25,9.33,18.85,2.17,903.69,83.97,9,2025-03-25,null,SP-035
B007662,1,1,1,3,1,9,null,ORD-000727,2025-03-22,PO-00727,50.27,5.03,15.21,4.83,353.29,35.21,7,2025-03-12,null,SP-022
B005689,1,1,1,2,1,1,null,ORD-000728,2025-03-26,PO-00728,476.36,47.64,10.35,38.64,1456.08,142.92,3,2025-03-27,null,SP-036
B009893,1,1,1,1,1,5,null,ORD-000729,2025-03-11,PO-00729,474.59,47.46,19.39,46.38,951.34,94.92,2,2025-03-27,null,SP-025
B006111,1,1,1,3,1,6,null,ORD-000730,2025-03-12,PO-00730,15.93,1.59,6.55,0.68,134.72,12.72,8,2025-03-12,null,SP-022
B008043,1,1,2,2,1,9,null,ORD-000731,2025-03-27,PO-00731,415.62,41.56,19.74,74.39,382.79,41.56,1,2025-03-02,null,SP-012
B005466,1,1,2,2,1,1,null,ORD-000732,2025-03-01,PO-00732,346.25,34.62,10.39,33.83,2776.32,276.96,8,2025-03-03,null,SP-007
B001847,1,1,3,3,1,1,null,ORD-000733,2025-03-27,PO-00733,462.41,46.24,6.87,26.86,3372.53,323.68,7,2025-03-05,null,SP-004
B003712,1,1,2,2,1,8,null,ORD-000734,2025-03-23,PO-00734,128.63,12.86,6.96,19.43,732.36,77.16,6,2025-03-11,null,SP-019
B004909,1,1,1,3,1,8,null,ORD-000735,2025-03-03,PO-00735,342.7,34.27,9.61,21.07,2847.2,274.16,8,2025-03-01,null,SP-014
B002552,1,1,3,1,1,5,null,ORD-000736,2025-03-28,PO-00736,50.13,5.01,7.76,6.59,145.65,15.03,3,2025-03-09,null,SP-022
B003103,1,1,1,1,1,6,null,ORD-000737,2025-03-22,PO-00737,10.19,1.02,14.89,0.98,51.15,5.1,5,2025-03-04,null,SP-030
B001669,1,1,2,1,1,1,null,ORD-000738,2025-03-09,PO-00738,103.88,10.39,10.49,18.48,574.74,62.34,6,2025-03-04,null,SP-010
B001329,1,1,1,2,1,3,null,ORD-000739,2025-03-21,PO-00739,152.46,15.25,12.86,21.86,583.4,61,4,2025-03-23,null,SP-001
B004674,1,1,1,1,1,2,null,ORD-000740,2025-03-19,PO-00740,412.53,41.25,8.09,50.45,1209.99,123.75,3,2025-03-06,null,SP-012
B009468,1,1,1,2,1,5,null,ORD-000741,2025-03-01,PO-00741,402.11,40.21,17.41,61.74,3044.64,321.68,8,2025-03-18,null,SP-022
B003663,1,1,1,1,1,6,null,ORD-000742,2025-03-11,PO-00742,209.46,20.95,5.77,37.12,773.16,83.8,4,2025-03-14,null,SP-012
B009111,1,1,1,1,1,5,null,ORD-000743,2025-03-14,PO-00743,177.89,17.79,12.4,15.64,180.04,17.79,1,2025-03-09,null,SP-022
B007038,1,1,3,3,1,7,null,ORD-000744,2025-03-17,PO-00744,126.51,12.65,17.07,10.17,386.97,37.95,3,2025-03-22,null,SP-035
B004874,1,1,1,2,1,1,null,ORD-000745,2025-03-20,PO-00745,423.47,42.35,13.52,7.96,2289.3,211.75,5,2025-03-15,null,SP-006
B008888,1,1,1,3,1,1,null,ORD-000746,2025-03-15,PO-00746,423.98,42.4,19.58,36.8,4295.8,424,10,2025-03-17,null,SP-014
B005727,1,1,2,3,1,9,null,ORD-000747,2025-03-07,PO-00747,363.97,36.4,17.42,22.99,1509.52,145.6,4,2025-03-08,null,SP-003
B004808,1,1,1,2,1,3,null,ORD-000748,2025-03-26,PO-00748,34.66,3.47,8.55,6.79,94.02,10.41,3,2025-03-05,null,SP-021
B007198,1,1,2,2,1,7,null,ORD-000749,2025-03-05,PO-00749,247.94,24.79,10.68,15.63,771.3,74.37,3,2025-03-19,null,SP-014
B009524,1,1,2,2,1,6,null,ORD-000750,2025-03-11,PO-00750,345.75,34.58,11.5,44.65,3356.8,345.8,10,2025-03-22,null,SP-040
B007668,1,1,2,3,1,4,null,ORD-000751,2025-03-28,PO-00751,201.32,20.13,6.53,8.33,1918.08,181.17,9,2025-03-24,null,SP-027
B006235,1,1,3,1,1,1,null,ORD-000752,2025-03-03,PO-00752,18.68,1.87,7.41,2.47,72.32,7.48,4,2025-03-14,null,SP-025
B007391,1,1,1,3,1,4,null,ORD-000753,2025-03-01,PO-00753,139.66,13.97,16.2,18.44,1081.52,111.76,8,2025-03-01,null,SP-031
B003896,1,1,2,3,1,2,null,ORD-000754,2025-03-05,PO-00754,256.74,25.67,15.69,0.49,563.84,51.34,2,2025-03-10,null,SP-036
B007186,1,1,2,3,1,6,null,ORD-000755,2025-03-04,PO-00755,391.36,39.14,17.99,38.14,392.36,39.14,1,2025-03-13,null,SP-027
B003313,1,1,2,2,1,6,null,ORD-000756,2025-03-28,PO-00756,401.52,40.15,14.52,27.35,2071.6,200.75,5,2025-03-01,null,SP-012
B009828,1,1,3,1,1,9,null,ORD-000757,2025-03-25,PO-00757,345.43,34.54,12.91,68.73,2178.68,241.78,7,2025-03-21,null,SP-029
B009037,1,1,3,1,1,4,null,ORD-000758,2025-03-22,PO-00758,469.04,46.9,18.1,47.48,4216.14,422.1,9,2025-03-22,null,SP-010
B002534,1,1,1,1,1,7,null,ORD-000759,2025-03-07,PO-00759,228.84,22.88,17.33,27.91,2014.29,205.92,9,2025-03-12,null,SP-033
B002639,1,1,2,3,1,8,null,ORD-000760,2025-03-11,PO-00760,302.09,30.21,7.86,3.75,1642.75,151.05,5,2025-03-01,null,SP-037
B005148,1,1,2,2,1,4,null,ORD-000761,2025-03-14,PO-00761,404.45,40.45,6.31,72.97,1859.65,202.25,5,2025-03-03,null,SP-019
B008058,1,1,1,3,1,3,null,ORD-000762,2025-03-01,PO-00762,10.57,1.06,13.63,1.58,70.35,7.42,7,2025-03-28,null,SP-007
B008581,1,1,1,3,1,8,null,ORD-000763,2025-03-24,PO-00763,130.19,13.02,12.1,6.94,1226.43,117.18,9,2025-03-01,null,SP-023
B003336,1,1,3,2,1,8,null,ORD-000764,2025-03-27,PO-00764,131.12,13.11,6.73,12.83,657,65.55,5,2025-03-24,null,SP-002
B002492,1,1,2,1,1,8,null,ORD-000765,2025-03-23,PO-00765,145.58,14.56,9.66,17.62,285.04,29.12,2,2025-03-25,null,SP-003
B009434,1,1,2,2,1,7,null,ORD-000766,2025-03-17,PO-00766,181.23,18.12,8.75,34.29,330.12,36.24,2,2025-03-28,null,SP-020
B004830,1,1,3,1,1,5,null,ORD-000767,2025-03-16,PO-00767,402.63,40.26,10.48,71.86,2597.21,281.82,7,2025-03-14,null,SP-031
B004006,1,1,2,3,1,9,null,ORD-000768,2025-03-08,PO-00768,441.27,44.13,7.61,83.04,1207.08,132.39,3,2025-03-01,null,SP-039
B003803,1,1,3,2,1,3,null,ORD-000769,2025-03-21,PO-00769,404.14,40.41,12.58,45.49,3990.6,404.1,10,2025-03-19,null,SP-001
B001061,1,1,1,2,1,1,null,ORD-000770,2025-03-18,PO-00770,61.71,6.17,5.13,7,547.92,55.53,9,2025-03-01,null,SP-014
B001423,1,1,2,1,1,4,null,ORD-000771,2025-03-12,PO-00771,310.81,31.08,12.44,5.85,1008.12,93.24,3,2025-03-12,null,SP-005
B009127,1,1,1,1,1,9,null,ORD-000772,2025-03-26,PO-00772,367.97,36.8,8.17,65.69,1356.32,147.2,4,2025-03-01,null,SP-022
B009790,1,1,1,2,1,2,null,ORD-000773,2025-03-02,PO-00773,374.09,37.41,9.15,33.65,1133.55,112.23,3,2025-03-18,null,SP-034
B005551,1,1,1,1,1,7,null,ORD-000774,2025-03-26,PO-00774,193.98,19.4,12.87,4.09,837.16,77.6,4,2025-03-25,null,SP-034
B009550,1,1,3,1,1,6,null,ORD-000775,2025-03-10,PO-00775,306.96,30.7,9.33,0.42,2697.92,245.6,8,2025-03-17,null,SP-006
B004619,1,1,1,2,1,7,null,ORD-000776,2025-03-08,PO-00776,192.68,19.27,7.63,6.98,614.91,57.81,3,2025-03-08,null,SP-039
B006350,1,1,3,1,1,1,null,ORD-000777,2025-03-04,PO-00777,130.68,13.07,9.32,25.29,947.68,104.56,8,2025-03-23,null,SP-034
B008054,1,1,3,3,1,7,null,ORD-000778,2025-03-10,PO-00778,189.32,18.93,11.11,6.56,1815.21,170.37,9,2025-03-25,null,SP-010
B003159,1,1,3,2,1,6,null,ORD-000779,2025-03-01,PO-00779,147.91,14.79,9.99,24.09,415.83,44.37,3,2025-03-13,null,SP-007
B009330,1,1,3,3,1,5,null,ORD-000780,2025-03-13,PO-00780,128.79,12.88,7.94,4.99,1093.44,103.04,8,2025-03-05,null,SP-040
B001541,1,1,3,2,1,6,null,ORD-000781,2025-03-12,PO-00781,306.12,30.61,12.48,2.84,2337.23,214.27,7,2025-03-15,null,SP-010
B005429,1,1,1,2,1,3,null,ORD-000782,2025-03-22,PO-00782,344.16,34.42,17.31,54.15,1297.72,137.68,4,2025-03-20,null,SP-002
B001771,1,1,3,1,1,3,null,ORD-000783,2025-03-26,PO-00783,475.94,47.59,15.25,36.72,973.62,95.18,2,2025-03-21,null,SP-003
B009659,1,1,2,3,1,9,null,ORD-000784,2025-03-04,PO-00784,363.7,36.37,10.67,27.3,2982.16,290.96,8,2025-03-08,null,SP-001
B004394,1,1,2,3,1,1,null,ORD-000785,2025-03-26,PO-00785,429.88,42.99,11.32,34.63,2629.44,257.94,6,2025-03-08,null,SP-033
B007955,1,1,1,2,1,6,null,ORD-000786,2025-03-06,PO-00786,462.44,46.24,8.85,44.86,3246.74,323.68,7,2025-03-13,null,SP-022
B004491,1,1,1,1,1,4,null,ORD-000787,2025-03-21,PO-00787,328.04,32.8,17.86,53.26,922.74,98.4,3,2025-03-16,null,SP-025
B002408,1,1,2,1,1,5,null,ORD-000788,2025-03-25,PO-00788,386.84,38.68,15.61,2.84,2113.4,193.4,5,2025-03-19,null,SP-040
B001167,1,1,1,1,1,1,null,ORD-000789,2025-03-12,PO-00789,78.01,7.8,13.82,13.01,72.8,7.8,1,2025-03-06,null,SP-031
B003796,1,1,1,3,1,7,null,ORD-000790,2025-03-28,PO-00790,386.06,38.61,16.4,34.1,1171.71,115.83,3,2025-03-11,null,SP-004
B001918,1,1,2,3,1,1,null,ORD-000791,2025-03-26,PO-00791,236.8,23.68,18.8,18.3,968.72,94.72,4,2025-03-01,null,SP-033
B006361,1,1,2,1,1,8,null,ORD-000792,2025-03-03,PO-00792,13.26,1.33,12.02,0.15,101.08,9.31,7,2025-03-10,null,SP-040
B006098,1,1,1,3,1,6,null,ORD-000793,2025-03-23,PO-00793,363.83,36.38,14.88,34.76,2558.15,254.66,7,2025-03-25,null,SP-028
B002067,1,1,3,3,1,2,null,ORD-000794,2025-03-06,PO-00794,114.95,11.5,20,9.39,936.48,92,8,2025-03-05,null,SP-009
B005119,1,1,1,1,1,5,null,ORD-000795,2025-03-08,PO-00795,245.57,24.56,11.57,29.2,1686.51,171.92,7,2025-03-12,null,SP-011
B001695,1,1,2,3,1,1,null,ORD-000796,2025-03-14,PO-00796,22.98,2.3,19.04,3.42,65.58,6.9,3,2025-03-12,null,SP-006
B001353,1,1,2,3,1,3,null,ORD-000797,2025-03-20,PO-00797,277.29,27.73,5.62,21.24,2270.24,221.84,8,2025-03-21,null,SP-014
B003512,1,1,3,2,1,7,null,ORD-000798,2025-03-25,PO-00798,94.07,9.41,15.62,6.29,680.33,65.87,7,2025-03-19,null,SP-034
B005697,1,1,1,3,1,7,null,ORD-000799,2025-03-16,PO-00799,373.86,37.39,14.25,40.34,2967.28,299.12,8,2025-03-24,null,SP-010
B003361,1,1,1,1,1,3,null,ORD-000800,2025-03-14,PO-00800,157.5,15.75,5.3,13.22,1600.3,157.5,10,2025-03-06,null,SP-022
B001436,1,1,3,1,1,9,null,ORD-000801,2025-03-13,PO-00801,481.68,48.17,9.24,80.56,3145.03,337.19,7,2025-03-19,null,SP-006
B005630,1,1,1,1,1,9,null,ORD-000802,2025-03-02,PO-00802,492.05,49.21,14.71,74.83,932.86,98.42,2,2025-03-12,null,SP-007
B005548,1,1,1,2,1,4,null,ORD-000803,2025-03-12,PO-00803,147.61,14.76,6.09,26.25,136.12,14.76,1,2025-03-03,null,SP-038
B007699,1,1,3,1,1,8,null,ORD-000804,2025-03-04,PO-00804,80.35,8.04,10.34,1.79,866,80.4,10,2025-03-18,null,SP-008
B005763,1,1,2,3,1,9,null,ORD-000805,2025-03-24,PO-00805,168.8,16.88,6.44,28.93,783.75,84.4,5,2025-03-08,null,SP-025
B005290,1,1,3,1,1,4,null,ORD-000806,2025-03-07,PO-00806,373.66,37.37,7.67,71.72,1357.24,149.48,4,2025-03-27,null,SP-038
B006731,1,1,2,1,1,4,null,ORD-000807,2025-03-01,PO-00807,328.46,32.85,8.03,18.59,3084.48,295.65,9,2025-03-17,null,SP-026
B006103,1,1,3,2,1,2,null,ORD-000808,2025-03-02,PO-00808,160.13,16.01,10.79,17.47,952.02,96.06,6,2025-03-13,null,SP-001
B009184,1,1,1,1,1,4,null,ORD-000809,2025-03-07,PO-00809,31.32,3.13,12.32,3.26,311.9,31.3,10,2025-03-09,null,SP-033
B008235,1,1,1,2,1,6,null,ORD-000810,2025-03-06,PO-00810,268.55,26.86,16.66,51.23,2441.8,268.6,10,2025-03-12,null,SP-028
B007643,1,1,1,3,1,9,null,ORD-000811,2025-03-24,PO-00811,106.07,10.61,14,1.92,114.76,10.61,1,2025-03-13,null,SP-001
B003567,1,1,2,2,1,1,null,ORD-000812,2025-03-22,PO-00812,402.8,40.28,16.03,28.8,4142.8,402.8,10,2025-03-19,null,SP-035
B004862,1,1,1,1,1,5,null,ORD-000813,2025-03-05,PO-00813,471.75,47.18,5.62,3.65,2061.12,188.72,4,2025-03-09,null,SP-001
B008756,1,1,1,3,1,3,null,ORD-000814,2025-03-13,PO-00814,437.06,43.71,5.9,8.75,3776.16,349.68,8,2025-03-22,null,SP-024
B009564,1,1,3,1,1,7,null,ORD-000815,2025-03-23,PO-00815,247.1,24.71,13.39,28.71,2431,247.1,10,2025-03-02,null,SP-007
B003353,1,1,3,2,1,6,null,ORD-000816,2025-03-12,PO-00816,175.84,17.58,12.13,22.49,170.93,17.58,1,2025-03-18,null,SP-007
B007655,1,1,3,1,1,7,null,ORD-000817,2025-03-20,PO-00817,268.59,26.86,7.76,7.53,2303.36,214.88,8,2025-03-03,null,SP-005
B006169,1,1,2,2,1,3,null,ORD-000818,2025-03-12,PO-00818,405.94,40.59,19.6,25.37,3369.28,324.72,8,2025-03-28,null,SP-039
B007597,1,1,3,2,1,6,null,ORD-000819,2025-03-02,PO-00819,483.7,48.37,10.63,58.7,4260.33,435.33,9,2025-03-25,null,SP-012
B005512,1,1,1,3,1,3,null,ORD-000820,2025-03-04,PO-00820,263.19,26.32,5.92,47.76,1208.75,131.6,5,2025-03-22,null,SP-008
B002445,1,1,1,3,1,3,null,ORD-000821,2025-03-01,PO-00821,364.81,36.48,16.8,56.44,344.85,36.48,1,2025-03-06,null,SP-010
B003569,1,1,3,1,1,1,null,ORD-000822,2025-03-10,PO-00822,497.01,49.7,18.1,29.93,3617.46,347.9,7,2025-03-04,null,SP-033
B007490,1,1,1,1,1,5,null,ORD-000823,2025-03-18,PO-00823,393.29,39.33,12.1,46.41,2317.26,235.98,6,2025-03-12,null,SP-027
B005454,1,1,2,1,1,9,null,ORD-000824,2025-03-19,PO-00824,31.79,3.18,19.81,2.45,32.52,3.18,1,2025-03-05,null,SP-033
B006744,1,1,1,3,1,7,null,ORD-000825,2025-03-04,PO-00825,310.03,31,18.7,32.95,1848.48,186,6,2025-03-22,null,SP-004
B007020,1,1,2,1,1,8,null,ORD-000826,2025-03-12,PO-00826,283.17,28.32,5.1,52.69,776.4,84.96,3,2025-03-17,null,SP-028
B007493,1,1,1,3,1,3,null,ORD-000827,2025-03-07,PO-00827,301.7,30.17,13.6,31.02,1805.1,181.02,6,2025-03-15,null,SP-022
B009587,1,1,1,2,1,5,null,ORD-000828,2025-03-01,PO-00828,446.52,44.65,18.02,40.18,1803.96,178.6,4,2025-03-05,null,SP-010
B007317,1,1,2,3,1,1,null,ORD-000829,2025-03-15,PO-00829,159.13,15.91,11.09,6.04,676,63.64,4,2025-03-15,null,SP-040
B009849,1,1,3,1,1,1,null,ORD-000830,2025-03-14,PO-00830,435.74,43.57,8.56,25.24,908.14,87.14,2,2025-03-05,null,SP-001
B009872,1,1,1,1,1,2,null,ORD-000831,2025-03-28,PO-00831,343.36,34.34,11.5,37.89,1019.43,103.02,3,2025-03-18,null,SP-003
B005900,1,1,3,2,1,9,null,ORD-000832,2025-03-09,PO-00832,447.98,44.8,17.47,3.99,488.79,44.8,1,2025-03-18,null,SP-004
B004401,1,1,1,1,1,2,null,ORD-000833,2025-03-08,PO-00833,324.46,32.45,6.21,33.88,969.09,97.35,3,2025-03-07,null,SP-032
B001904,1,1,2,2,1,3,null,ORD-000834,2025-03-28,PO-00834,394.71,39.47,9.47,21.02,1239.48,118.41,3,2025-03-16,null,SP-029
B004476,1,1,3,3,1,5,null,ORD-000835,2025-03-27,PO-00835,220.19,22.02,11.37,29.97,636.72,66.06,3,2025-03-10,null,SP-022
B009800,1,1,3,3,1,5,null,ORD-000836,2025-03-09,PO-00836,420.47,42.05,17.48,17.48,2225.2,210.25,5,2025-03-23,null,SP-007
B003104,1,1,2,3,1,9,null,ORD-000837,2025-03-15,PO-00837,349.17,34.92,7.53,60.33,2266.32,244.44,7,2025-03-12,null,SP-031
B002252,1,1,1,3,1,7,null,ORD-000838,2025-03-17,PO-00838,416.07,41.61,16.28,48.42,3683.34,374.49,9,2025-03-28,null,SP-018
B003085,1,1,2,3,1,6,null,ORD-000839,2025-03-07,PO-00839,273.2,27.32,5.26,15.35,2566.53,245.88,9,2025-03-01,null,SP-003
B003999,1,1,3,2,1,4,null,ORD-000840,2025-03-21,PO-00840,45.42,4.54,19.76,8.12,209.2,22.7,5,2025-03-14,null,SP-011
B005117,1,1,1,3,1,4,null,ORD-000841,2025-03-28,PO-00841,335.27,33.53,19.72,51.34,317.46,33.53,1,2025-03-05,null,SP-022
B005453,1,1,1,3,1,7,null,ORD-000842,2025-03-06,PO-00842,211.05,21.11,9.15,4.55,1365.66,126.66,6,2025-03-25,null,SP-024
B002353,1,1,2,3,1,5,null,ORD-000843,2025-03-01,PO-00843,42.1,4.21,9.39,5.9,80.82,8.42,2,2025-03-17,null,SP-026
B003785,1,1,1,3,1,8,null,ORD-000844,2025-03-19,PO-00844,488.86,48.89,5.51,61.93,4282.38,440.01,9,2025-03-24,null,SP-007
B001424,1,1,3,3,1,9,null,ORD-000845,2025-03-04,PO-00845,184.3,18.43,7.25,35.97,1667.6,184.3,10,2025-03-13,null,SP-008
B001684,1,1,2,3,1,4,null,ORD-000846,2025-03-22,PO-00846,32.7,3.27,11.17,1.77,342,32.7,10,2025-03-11,null,SP-018
B003189,1,1,3,1,1,8,null,ORD-000847,2025-03-21,PO-00847,497.71,49.77,16.87,40.3,2535.9,248.85,5,2025-03-07,null,SP-004
B005407,1,1,2,3,1,2,null,ORD-000848,2025-03-03,PO-00848,231.43,23.14,7.29,7.1,247.47,23.14,1,2025-03-16,null,SP-001
B007171,1,1,3,3,1,6,null,ORD-000849,2025-03-23,PO-00849,426.15,42.62,16.37,41.86,4269.1,426.2,10,2025-03-05,null,SP-038
B008224,1,1,2,3,1,3,null,ORD-000850,2025-03-07,PO-00850,420.16,42.02,7.49,21.26,1763.68,168.08,4,2025-03-27,null,SP-031
B003989,1,1,2,2,1,4,null,ORD-000851,2025-03-18,PO-00851,261.63,26.16,15.83,4.17,1985.34,183.12,7,2025-03-15,null,SP-005
B006865,1,1,3,3,1,7,null,ORD-000852,2025-03-02,PO-00852,29.89,2.99,15.51,0.68,32.2,2.99,1,2025-03-17,null,SP-020
B002584,1,1,2,2,1,8,null,ORD-000853,2025-03-04,PO-00853,255.29,25.53,14.08,34.19,1973.04,204.24,8,2025-03-08,null,SP-035
B006162,1,1,3,2,1,5,null,ORD-000854,2025-03-08,PO-00854,470.84,47.08,10.37,51.64,2331.4,235.4,5,2025-03-19,null,SP-008
B001511,1,1,1,2,1,1,null,ORD-000855,2025-03-25,PO-00855,41.61,4.16,16.95,1.61,88.32,8.32,2,2025-03-01,null,SP-031
B004191,1,1,3,3,1,5,null,ORD-000856,2025-03-20,PO-00856,104.1,10.41,15.47,3.28,111.23,10.41,1,2025-03-16,null,SP-040
B006349,1,1,3,1,1,6,null,ORD-000857,2025-03-27,PO-00857,26.64,2.66,15.97,3.65,153.9,15.96,6,2025-03-11,null,SP-021
B007266,1,1,3,3,1,7,null,ORD-000858,2025-03-28,PO-00858,434.53,43.45,18.22,36.55,3090.01,304.15,7,2025-03-05,null,SP-018
B001529,1,1,1,3,1,8,null,ORD-000859,2025-03-05,PO-00859,488.81,48.88,13.95,42.96,1484.19,146.64,3,2025-03-10,null,SP-027
B007146,1,1,2,2,1,4,null,ORD-000860,2025-03-19,PO-00860,291.76,29.18,7.81,41.86,1953.56,204.26,7,2025-03-18,null,SP-018
B002365,1,1,2,3,1,5,null,ORD-000861,2025-03-03,PO-00861,78.87,7.89,10.79,11.95,224.43,23.67,3,2025-03-22,null,SP-040
B004304,1,1,2,1,1,5,null,ORD-000862,2025-03-10,PO-00862,410.44,41.04,8.97,2.42,898.12,82.08,2,2025-03-14,null,SP-039
B002082,1,1,3,2,1,6,null,ORD-000863,2025-03-19,PO-00863,390.33,39.03,15.21,62.27,1468.36,156.12,4,2025-03-21,null,SP-021
B002832,1,1,3,3,1,9,null,ORD-000864,2025-03-15,PO-00864,250.8,25.08,17.33,14.66,522.44,50.16,2,2025-03-09,null,SP-039
B007525,1,1,1,2,1,3,null,ORD-000865,2025-03-26,PO-00865,39.01,3.9,7.14,5.78,37.13,3.9,1,2025-03-28,null,SP-002
B008068,1,1,3,3,1,9,null,ORD-000866,2025-03-04,PO-00866,457.27,45.73,8.1,5.81,3977.52,365.84,8,2025-03-17,null,SP-021
B005625,1,1,2,2,1,9,null,ORD-000867,2025-03-20,PO-00867,13.07,1.31,7.85,0.79,135.9,13.1,10,2025-03-08,null,SP-014
