ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number
c3f38125-8,3,2,17,2,14,5,null,6c1f7ff9,2022-04-13,a761487a-ed4,233.95,36.66,19.25,18.31,324.87,20.81,3,null,d0360831-93d1-4
025b4dfc-0,2,1,6,3,17,2,111,9458a21d,2023-05-08,3159e2cb-76f,136.06,30.9,12.7,13.73,267.44,21.47,2,null,449c58c1-ead4-4
fd56af4b-7,1,4,1,4,19,12,96,b12ef448,2022-09-11,2e1c982a-0b6,314.53,12.61,2.85,20.02,52.28,29.03,3,2022-09-13,9a3e86ce-a961-4
11793d8d-6,1,2,19,3,16,4,39,74528a81,2023-07-20,16d96b46-634,134.6,10.39,7.68,7.85,199.85,26.52,3,null,c20e5f18-e874-4
f497bf95-7,4,4,8,2,15,15,null,71f398cf,2024-10-18,c5ffaaa6-ebe,435.21,44.2,16.56,5.61,444.91,38.33,1,2024-10-25,bbb8b5de-3832-4
898e4c2e-d,1,3,19,3,18,6,null,e1ef67bf,2023-08-12,68be6130-4b9,401.72,43.03,1.41,12.46,420.19,24.82,3,2023-08-22,fbea76ac-664b-4
2c726b32-b,2,2,2,4,24,7,null,03c8d14a,2022-07-06,65c317d0-9da,489.32,9.28,0.76,3.13,139.52,49.04,1,2022-07-13,4840384e-0fbc-4
c9d8d70f-4,2,2,3,2,8,6,null,5cf043a7,2022-04-03,e8376cda-e24,91.48,49,6.02,26.37,474.69,8.49,4,null,8c228760-ed3d-4
8ae8bf8d-7,2,4,10,1,5,1,null,9edb05fb,2025-02-20,f26f585d-adb,357.02,35.19,5.87,28.37,489.87,29.77,1,2025-03-02,e75ac760-5d37-4
9c59dc17-0,5,4,15,4,13,18,null,540ff01a,2024-12-19,dcd65a01-dc2,216.73,31.84,11.4,1.79,315.27,31.1,4,2024-12-23,0542e40c-734f-4
f25da81d-f,1,3,13,2,17,16,118,a05c204a,2022-06-22,20e29e13-acc,479.44,26.17,3.18,6.49,531.33,43.5,3,2022-06-26,c6b343ee-650b-4
a7c73f2a-6,4,5,9,1,23,11,null,519e31d6,2023-08-02,3893062a-3ab,267.9,37.79,19.72,11.43,132.95,12.78,5,2023-08-05,994f98e4-6f62-4
91f1f5d8-8,4,5,9,3,4,14,null,7cd389e6,2022-09-29,f97e4d3b-634,135.94,33.95,11.74,1.2,144.04,1.52,3,null,22a6d1c8-c1e3-4
4089e65d-f,3,5,8,3,14,6,44,c3807e44,2024-12-20,5dd8971e-d9a,426.11,33.72,8.6,18.39,584.13,35.21,4,null,19ee1c42-5cdd-4
a866c4cb-a,4,1,13,2,3,9,null,655ac73a,2024-04-03,a9fa756c-65a,299.54,11.24,10.69,9.57,415.12,32.48,3,null,96ca2a6f-11a1-4
7f9b73d9-5,3,1,5,1,18,5,null,32920d13,2025-01-11,94fad8e7-1f6,342.57,36.53,5.18,27.57,291.25,44.63,2,2025-01-18,2010cae8-d602-4
afeae98f-0,1,1,14,2,21,10,null,d4e34385,2022-12-02,28f6061e-7b7,13.9,49.76,9.76,20.04,260.01,31.59,5,2022-12-09,e6eb497c-2e55-4
35d82dbf-2,1,1,6,4,3,10,83,9f26bd97,2022-06-03,72e3e661-6c4,258.99,19.81,11.5,14.04,199.39,43.61,4,2022-06-08,1614dca9-a960-4
856f21f2-4,5,2,1,2,7,12,47,934ded0d,2023-01-04,0f6313f2-119,317.93,27.69,9.21,16.94,523.94,29.33,2,2023-01-10,d4b03ddc-39ed-4
1cd0586a-b,2,4,19,1,24,16,null,3fe2b81a,2024-09-12,936968e3-5d8,104.56,24.23,6.7,13.96,344.97,47.34,1,2024-09-18,56f476d8-02e9-4
7cd94f78-d,2,1,6,3,18,8,46,ac7834ef,2024-06-15,3b9914a7-dd9,339.12,4.46,19.79,25.14,550.01,47.78,5,2024-06-22,bdf74ecb-533c-4
64db05df-5,2,1,6,3,19,2,106,75757f71,2024-07-15,e63c1eb8-6fc,40.18,25.7,1.98,0.68,99.31,30.67,5,2024-07-21,69195b3c-f7e3-4
a962f798-c,4,5,17,3,22,8,94,ff67a627,2023-09-12,f0857fc3-884,353.5,14.55,6.45,4.2,363.88,46.22,1,null,e434ff34-e930-4
2b20ea5a-4,5,2,15,1,22,3,64,9681178c,2023-03-25,5b60ed55-c0e,313.42,27.32,19.02,6.06,583.13,15.67,5,2023-04-02,b117b249-1032-4
ecefc831-5,2,1,10,4,8,2,null,f2afcc05,2022-07-07,91a36705-92c,71.81,46.43,1.61,0.74,125.47,41.08,3,2022-07-12,0177871b-a646-4
86df227c-a,2,1,12,2,15,18,null,5327355d,2024-08-13,8abca1a6-d21,367.18,43.73,1.08,25.99,294.06,42.39,4,null,655e4b96-f985-4
dc991735-3,1,5,15,4,8,4,35,cb0fd1db,2024-05-28,5779b219-c50,102.96,31.69,18.47,26.05,440.7,41.34,5,2024-05-29,c3525c6c-ed49-4
8da01046-e,1,4,2,3,21,9,96,fa84de8f,2025-02-07,84deac9e-5f8,43.81,48.42,18.95,3.22,143.33,9.23,2,2025-02-08,4a51cbd0-fc3b-4
ba420f1c-c,3,4,3,3,16,16,118,b9fc8de2,2023-03-19,d580c95d-d33,235.91,36.45,6.67,26.7,216.77,13.79,2,2023-03-23,7cbd9043-c204-4
9d9c2601-3,1,1,15,4,15,15,89,120da1ac,2024-12-29,c178d423-57c,188.79,8.27,7.77,25.92,199.16,16.49,2,null,597e4af6-80ea-4
00f47e27-6,3,1,1,3,6,20,null,be93dd0b,2024-01-16,98ce629a-f1b,32.84,17.01,3.72,5.38,281.15,6.76,3,null,6605277f-1e95-4
98177e1a-c,5,4,20,3,5,12,null,6100af29,2024-06-19,e32eca27-ae5,195.99,12.53,2.24,5.66,287.72,19.14,4,null,1661feb9-186b-4
d95f7c4a-0,2,1,20,1,10,12,null,17c1c081,2022-09-04,34d4a593-532,267.98,11.07,10.49,4.1,190.55,27.29,5,2022-09-06,c68a7477-644d-4
8897c736-6,2,1,2,3,7,20,62,237b947e,2022-07-03,a72d2f4c-6c4,148.2,8.42,4.16,12.59,398.28,12.13,1,2022-07-07,93848901-eb17-4
62dfd886-6,5,5,16,3,13,17,null,6cb1729c,2024-07-14,b6198a18-226,243.64,28.96,3.66,6.27,455.64,29.46,1,null,90ea772b-c8e8-4
cdabaca3-d,4,5,1,2,24,10,null,452820bd,2024-04-07,304c5611-248,438.85,40.87,0.83,15.09,421.94,16.68,2,null,e08df85d-6086-4
967f4988-3,3,4,9,4,18,6,110,513fc45e,2024-03-03,eef06fba-83d,360.1,7.25,16.01,7.26,533.42,5.53,5,2024-03-05,07046288-3f93-4
aaf9fafb-a,5,1,4,1,25,10,106,39458c80,2024-06-12,c183eea1-71e,388.94,40.17,5.79,20.89,451.61,22.69,5,2024-06-16,ea7a33e9-e72e-4
2a3df82f-5,1,3,9,2,4,12,42,e4020423,2023-10-24,d9651e33-aab,243.17,44.49,18.06,14.65,272.74,7.31,2,2023-11-02,3c9a117e-d3d3-4
71ccf358-e,3,4,19,2,3,5,80,58c5f27f,2022-11-15,af9dbdc1-a90,135.25,20.12,12.64,15.69,304.4,20.82,5,2022-11-22,e41f43f9-f2d9-4
831ceb62-9,3,3,16,4,3,10,59,2c72e2a1,2023-07-20,6582e09d-6be,141.22,49.5,6.2,22.22,509.09,26.57,5,null,c602a47a-ba84-4
4a421e58-9,1,2,17,3,12,12,null,26a57f77,2024-08-05,198d15ce-461,93.55,47.82,9.55,4.3,455.75,33.69,5,null,fb9d2c23-8c1b-4
52dcfdaf-1,1,5,7,4,24,4,null,8a5441b3,2024-04-23,e6c274f2-8d4,289.86,20.32,7.79,15.53,344.59,42.61,3,null,d4c11730-afd6-4
2d6b6990-2,4,5,20,3,17,3,null,43131a2f,2023-03-07,a6bd0252-8eb,116.24,10.56,18.95,21.75,438.46,3.16,3,2023-03-12,07bd19ba-c8ff-4
32cfecc6-5,3,2,2,2,23,2,92,5a9201be,2023-05-29,25e9db44-a43,418.52,24.91,3.07,2.14,11.49,18.6,1,2023-06-04,65f0eff2-b76f-4
6ab67220-b,5,3,6,1,16,5,94,eb62a2a9,2023-12-11,c1434975-be3,358.49,40.92,4.3,14.16,422.18,15.77,1,2023-12-21,84e32d9c-b3e8-4
35efa634-f,5,2,19,4,14,9,105,fdcac4d3,2024-09-18,d31585dc-c94,63.77,19.79,8.42,21.49,570.26,28.16,5,2024-09-27,cccd9bca-ca46-4
aad95f58-c,3,3,9,3,13,14,null,96de1d83,2024-02-19,08d4f0d3-96a,70.41,5.7,16.57,25.77,63.92,49.55,1,null,2c0fb7b5-9ed7-4
ddaf32b9-d,3,2,5,2,7,20,null,322bce0e,2023-03-29,7cd3dbbd-2a4,457.95,25.96,7.31,0.4,170.81,23.42,4,2023-04-01,1771b7d3-ed7f-4
0fe3efdc-1,3,2,3,1,6,14,null,2b37545b,2022-08-12,868efbb2-366,31.96,9.72,13.46,25.92,92.76,43.64,3,null,e9c450d5-9f46-4
897044ad-4,5,5,5,3,15,20,70,e7d86427,2024-01-16,3eb5e1de-c5a,438.1,16.12,1.93,5.95,68.91,8.1,2,2024-01-25,7a78d125-82af-4
0a95036d-5,4,5,16,2,7,20,111,a6056637,2022-06-06,5632a0de-3c8,245.12,2.07,1.16,30,171.31,34.25,1,2022-06-13,e5347bf1-5067-4
1d12e213-e,4,4,12,3,4,5,48,fdd958ea,2024-03-14,fd659f50-721,473.91,1.24,5.62,11.73,406.69,40.94,2,2024-03-16,2a455543-361e-4
de17d6c0-4,2,2,16,2,19,14,null,a29983a7,2024-09-29,5ec83b2f-f98,47.99,48.53,14.5,14.38,324.6,23.58,1,2024-10-05,4d2e5b86-5bc6-4
3f59a826-0,1,2,18,2,16,19,66,2d91c818,2023-07-17,4109f370-fc8,383.12,23.98,10.76,27.49,454.06,19.86,4,2023-07-20,c2a6a044-4323-4
c1e33755-a,2,2,9,3,10,14,null,a2f778b3,2022-07-21,c91a30e3-e96,343.29,12.87,0.73,17.45,55.91,18.13,5,null,d4f91244-a72e-4
5b721442-7,2,1,8,2,5,1,80,83edad29,2022-05-12,f9dfcfee-dae,353.5,46.97,3.88,14.32,31.6,36.03,2,2022-05-18,541a7274-678d-4
ebbcfc1d-5,1,4,13,2,16,10,null,5163ead0,2024-09-01,158f4a0b-090,405.19,44.49,2.27,20.94,32.42,48.82,2,2024-09-08,ce76c1f2-55c2-4
dd8d8f90-b,2,4,15,3,25,13,88,6cc687ee,2024-05-25,de7f30d2-608,217.92,46.65,4.57,4.64,319.27,46.98,2,2024-05-28,2b44307d-3483-4
0de5e7fa-4,2,4,15,2,13,6,96,702f45ef,2023-05-26,6421ad84-473,226.85,12.01,0.43,2.31,306.43,40.57,4,null,46eb217e-9dad-4
4ff57fac-8,3,5,17,1,11,11,null,7bee25a7,2022-07-04,cd045d8c-2ba,445.43,8.15,1.68,7.68,478.6,32.66,2,2022-07-06,2094d3d4-7e5c-4
8d522454-d,1,3,1,1,5,19,106,0e3e87f7,2024-01-20,207fa390-308,447.19,7.94,11.14,3.91,99.51,49.92,3,2024-01-27,d1db7be3-c253-4
831af3b4-9,5,1,15,3,12,15,92,b89bff5f,2022-11-28,55ad6385-832,406.69,15.46,6.77,25.88,303.53,1.78,5,2022-12-06,38e63041-0b22-4
0af41705-6,5,1,3,1,25,17,null,dd46fe40,2022-11-02,f22d28f4-2e7,100.08,13.71,0.71,29.38,593.99,36.96,5,2022-11-06,0ebf001f-2d8f-4
8d656bb1-6,1,4,2,3,23,10,null,d9ed0712,2025-02-14,1b92c74a-5e7,476.34,3.86,5.61,1.8,196.73,7.5,4,2025-02-24,08c1a69d-1eca-4
d881be6f-f,1,5,16,2,18,9,116,684fb190,2023-04-29,484017bd-50e,104.28,49.3,1.74,26.13,588.14,36.45,4,null,549d9a15-4247-4
73b210bb-9,5,3,4,2,12,11,70,0738432a,2023-06-06,e41b0456-984,288.85,24.16,8.71,20.26,177.53,15.51,1,2023-06-10,9422d03d-f78a-4
d44b247a-c,4,1,16,2,24,7,null,e9f2c512,2023-01-26,1b6dc3a6-f39,442.74,3.14,17.94,4.04,114.92,13.35,3,null,d04a4a9f-3bac-4
9a3b03ca-5,4,2,8,2,22,17,96,f7a983f7,2025-01-13,932c2e03-3b9,25.23,27.47,17.57,12.57,350.88,37.75,2,null,0c545d33-0f99-4
bbb6aeb1-2,3,2,2,3,23,18,null,6d9dcbef,2022-09-26,0fee6408-a7c,262.67,30.78,12.3,5.04,17.46,9.59,4,2022-09-27,78922c85-a200-4
2330623f-8,3,4,3,2,8,8,null,2aa4b57e,2022-10-14,fcca7abd-304,480.48,47.57,8.73,19.87,322.01,25.71,5,null,517f9920-2681-4
8daa3d5e-e,3,4,18,2,22,11,null,779edfcc,2024-04-05,169d4393-1a8,60.74,37.96,11.98,13.13,302.4,33.59,2,2024-04-07,bde00ab0-e26a-4
500f3f8b-7,5,5,7,1,19,12,40,8d421bf1,2023-01-20,ae5fb1cc-66c,172.26,38.64,13.7,27.59,264.58,25.3,5,2023-01-21,a19d5c79-f8e1-4
ad42c6a1-c,5,5,3,3,21,6,94,8335a3f0,2023-01-02,6b1c4b9c-0be,422.64,19.98,10.51,26.48,498.53,46.61,2,2023-01-07,2cbfa35d-5c08-4
2a058511-9,5,2,2,3,16,8,87,7777463a,2024-03-08,8ba03035-2db,338.61,15.39,5.94,16.51,334.19,38.79,3,2024-03-15,f95ff759-51c6-4
53eadce3-d,4,5,14,2,22,13,null,685a2d41,2024-12-06,5bfbd8b9-63f,210.37,26.41,7.67,4.61,245.22,39.83,3,2024-12-15,982275a4-2949-4
64ed29d1-6,1,4,10,3,2,9,null,3c3ebd85,2023-08-17,6499eb05-526,223.5,25.65,5.97,8.67,190.13,21.42,2,2023-08-21,435dbc17-9150-4
55e833e4-8,4,3,10,1,1,18,null,5921074d,2023-04-23,5f3276de-986,148.14,17.87,16.89,1,455.58,14.08,5,2023-04-28,ab46990e-d7ab-4
5cb65e67-a,2,1,10,2,20,19,39,d7c114c7,2024-12-20,1a3137da-d0e,326.04,29.9,3.99,5.66,387.9,3.42,4,2024-12-23,e9941243-3814-4
e53f73e3-a,1,4,15,4,14,12,null,d44c47ea,2024-03-18,b3fee5be-24b,167.05,48.58,11.1,11.13,595.9,32.49,2,2024-03-20,2f5bf860-53c1-4
bd70d64c-9,4,5,20,2,1,7,35,702bf324,2022-09-18,a1c5b3cd-080,294.01,48.35,3.13,3.38,552.06,45.93,4,2022-09-27,43033658-4841-4
4dd25840-3,5,2,3,2,5,1,null,1a2f15a6,2024-03-31,944b6d6e-6fd,139.3,45.64,9.46,2.12,407.96,31.2,4,2024-04-08,2ed91890-e4a0-4
47635c4a-1,5,2,8,1,20,4,null,880d70f5,2024-01-31,c1e6a8a8-ae9,360.26,27.91,15.66,5.12,304.31,13.57,3,2024-02-02,93e6644e-ac3e-4
4b64f70b-b,1,4,16,2,4,15,null,6c70926d,2023-01-23,70f8959e-70c,122.4,34.96,10.02,8.17,568.56,47.09,2,2023-01-30,3ec03a85-2be5-4
2f5c774b-5,3,1,2,1,21,4,41,6e5d3756,2022-06-22,5426e670-df6,136.37,7.01,19.45,21.83,517.21,39.33,1,2022-06-30,92ffce28-453d-4
02be4c0b-a,4,1,7,2,14,18,null,628bb890,2024-04-20,7befd271-995,410.56,25.08,13.02,24.19,386.47,29.88,1,null,4a49713b-cc86-4
af7e8426-f,1,2,11,3,1,4,null,089a6677,2022-12-15,ebd7122a-1e0,159.32,2.44,3.18,23.81,376.09,29.53,2,2022-12-22,df2b7c53-1f6a-4
7ca5ee36-8,4,4,6,4,15,12,null,49590069,2022-05-11,c0b04759-382,117.22,35.28,12.22,5.35,543.95,45.09,3,null,060b160f-ca94-4
61870a70-b,1,1,3,1,13,20,null,6f67379d,2023-03-23,518ab842-b38,383.83,43.78,18.52,24.82,437.22,27.95,1,2023-03-24,264dc23b-bf6a-4
634416ee-a,5,1,12,1,6,5,null,71fc7776,2024-03-09,72d40c20-5f5,53.53,15.19,4.78,5.62,164.73,34.87,5,2024-03-17,2283c4cc-68c0-4
2a9af1da-8,2,3,9,3,20,14,null,a457d6c0,2024-10-01,5ecad265-87b,15.98,40.55,9.74,4.17,118.4,46.43,1,2024-10-03,f16f216b-bb05-4
64312391-2,5,5,2,4,10,8,39,27cff05f,2022-04-21,ef014f2f-942,380,39.87,7.03,12.73,128.62,32.03,2,2022-04-23,b50fa876-c186-4
bd5bac74-4,1,1,20,4,10,1,118,b9fce6fe,2023-02-14,a19d2524-2e9,297.66,45.03,7.82,7.71,49.15,45.15,3,2023-02-21,2e7f1e5c-16af-4
520a2e37-d,5,2,16,1,3,7,null,57a309bd,2025-02-20,1bdd46a8-44b,139.37,4.52,4.75,26.74,111.9,16.35,4,2025-02-24,6f1a3f12-8c62-4
cd6d02ba-e,4,1,14,3,14,6,null,ac0c3161,2024-01-13,60e76fa2-e22,291.71,24.15,13.43,15.74,508.51,37.28,4,null,0cfc9917-11c9-4
2038d5f4-a,3,1,5,3,21,4,70,273f05ea,2024-11-09,02a94951-bf6,248.9,24.29,0.17,22.6,394.65,44.82,3,null,364cd451-6c36-4
f46c131d-e,3,1,10,2,21,13,113,c37dcd79,2022-11-28,e39782e0-5dc,202.02,7.48,16.28,28.95,59.17,10.63,4,2022-11-30,7f094de8-0cb8-4
8c42e7d7-0,3,5,6,2,16,20,null,d5dded5f,2024-11-01,42ab5f1d-c93,251.47,45.1,12.25,24.27,38.27,48.83,2,2024-11-04,7faaf82f-07a5-4
5747a397-1,4,2,16,3,4,6,63,103c77d0,2023-05-10,a491c069-cec,208.62,16.82,18.03,9.8,235.7,18.25,5,2023-05-19,6439d9f2-84c9-4
c041af3e-4,2,4,8,3,8,4,36,e7d3cc08,2022-10-27,b0d361d5-784,114.12,37.05,0.97,25.98,325.97,20.72,2,2022-10-28,77a42678-7411-4
68ea9df4-6,1,1,9,1,20,12,null,aa5d3628,2024-09-12,fbaa9fa5-650,421.06,20.99,3.53,14.28,317.35,13.55,4,2024-09-17,c2349a1a-1c62-4
8cfb8199-7,5,3,12,4,24,9,null,204790fd,2024-09-30,39207587-39a,374.76,4.74,10.24,5.33,582.32,47.35,4,2024-10-08,bd4bd64b-342b-4
00684f5f-0,4,3,7,4,21,9,null,2015ae70,2024-12-08,1358aec6-066,407.11,13.17,12.11,6.72,289.53,32.3,2,null,f359205f-dce9-4
d2318e32-2,4,3,1,1,20,7,null,6e091579,2023-02-01,7eac0c89-c0a,105.73,3.25,3.47,21.34,363.29,4.59,3,2023-02-03,87a35f19-22d6-4
f1bf2cad-d,2,5,18,2,22,20,70,1ed62597,2024-07-11,e7f39ecd-a77,414.46,16.21,16.05,6.62,196.96,16.18,2,2024-07-17,ccc2f8ac-a47b-4
024b1cc7-6,3,3,1,4,16,12,null,321c1cfc,2024-11-18,8466b982-69e,219.01,10.89,14.81,0.17,191.71,39.42,3,2024-11-25,d22f999e-b3d8-4
8e7fe83e-2,3,3,18,2,1,2,35,9a019bc6,2024-08-07,7c0c9d10-f74,60.56,22.93,18.67,18.93,540.25,23.89,3,null,51f1a5bc-5d79-4
e2923d90-b,3,3,20,1,25,15,69,37b20df2,2022-08-14,c4e71767-df3,369.76,27.76,13.29,21.04,595.84,29.25,3,2022-08-20,f23ead8c-aad7-4
a0321e15-8,4,5,17,1,9,7,56,fcc5f432,2024-12-10,4d9b50fe-d80,262.84,45.96,10.15,0.33,508.13,10.5,5,2024-12-12,3e3f1b31-509c-4
776cacc1-8,4,2,17,4,14,1,48,8aa40893,2022-12-12,a013f322-4d4,494.16,29.7,14.18,1.18,502.7,8.45,5,null,27bc0a52-6f6d-4
b055599e-e,3,1,14,3,10,20,null,2d326a08,2025-01-31,a13e4ef8-155,279.11,41.48,2.09,22.5,93.58,47.59,2,2025-02-01,2bd3d990-a7bd-4
8fa74b05-d,1,5,4,1,15,13,105,c56b674e,2024-03-27,86b8aabf-054,84.64,38.4,11.44,1.3,452.94,17.31,2,2024-04-04,381bb5ee-a56e-4
e64c1538-e,5,1,7,1,23,13,70,fe959730,2022-09-13,a05918cf-508,133.7,9.52,18.61,2.21,160.2,4.68,4,2022-09-19,8d36ec01-563e-4
16d162ff-4,2,4,10,1,19,9,60,56da0e1e,2023-11-12,ca4f09a0-474,352.97,33.03,9.51,22.63,68.67,44.94,1,2023-11-14,958d5e9f-549d-4
8abcfd2b-b,5,4,3,4,14,13,40,91f06d3b,2024-03-15,9a12d5f0-f5e,111.08,30.98,3.63,9.74,447.03,16.85,1,2024-03-18,a5749120-a823-4
baf6b7d5-b,4,1,3,1,10,6,84,9a2b5086,2024-03-29,258f3bce-a5f,25.98,9.15,14.24,9.77,195.71,31.58,1,2024-03-31,eae7b6e9-0865-4
72d128af-1,3,2,19,3,18,12,null,97d6d8f8,2023-01-19,35e884b7-027,255.93,43.26,15.27,0.08,245.35,3.75,1,2023-01-26,e214027d-fa00-4
e1cf9c64-b,5,3,20,2,8,13,84,d33de5d1,2022-10-05,9a26f1a7-d16,442.08,6.33,1.65,29.35,256.59,6.65,4,null,5308e262-1196-4
613d0162-1,4,1,7,3,21,12,null,e49fb495,2024-11-26,e45e2b84-1e7,91.73,5.64,4.44,18.83,193.45,49.33,3,2024-12-06,7e8cd24a-9d92-4
694f37e0-0,4,4,12,4,3,18,71,d10e0f59,2023-01-27,e24c2f8d-07d,427.97,43.65,0.54,11.67,448.83,25.97,5,2023-02-05,aa54de33-68a3-4
fa7bf55c-0,5,2,14,4,25,20,82,06ed4f1d,2023-05-02,46be8ada-70a,102.47,49.63,18.06,24.43,445.77,13.03,1,2023-05-12,6e50e77b-9ee5-4
47fd2235-c,2,4,7,2,23,16,46,8b7e92e7,2023-05-14,285903ae-851,150.13,25.16,12.05,15.23,128.72,11.3,2,2023-05-19,34187859-3e20-4
4ff0699c-c,3,5,10,3,21,1,48,dbff2083,2022-04-03,dc728d42-06f,245.81,24.62,8.29,4.62,454.64,9.1,1,2022-04-05,777b45c4-7835-4
cde5d591-7,1,4,14,1,21,13,null,0438138d,2024-01-08,eb6229c6-9a0,266.42,39.36,19.1,23.81,406.76,23.65,1,2024-01-15,d85a94c7-a01b-4
011929d4-e,5,5,8,4,15,9,40,686a2345,2023-04-03,7bff5578-d82,152.3,40.09,12.95,28.2,558.71,3.87,4,null,51dd1340-abe9-4
6a975c47-7,1,5,2,2,3,7,null,e31c1b94,2023-01-03,cfe1171d-39f,131.92,1.59,6.13,24.96,480.83,30.96,2,null,6f7427c9-9fb4-4
40642580-0,1,5,20,1,8,7,null,13a61365,2023-03-12,2f6acfa1-382,489.18,28.96,14.57,7.51,69.12,7.5,5,2023-03-14,1e52199f-6333-4
6b406256-1,1,2,19,1,20,6,47,2a57d60c,2023-06-12,556356b0-168,267.85,35.37,0.91,12.87,71.62,3.62,1,2023-06-17,544949c5-c336-4
fb084dd5-7,1,5,8,1,11,14,68,02c24ee5,2024-02-13,48c11f98-5d4,496.35,9.73,9.47,20.83,222.91,19.63,5,null,2f8a4b13-49b8-4
ad382ad5-6,4,2,18,3,9,9,68,a95147b4,2024-07-21,fcdfee21-a24,19.24,3.81,1.57,7.16,122.6,37.27,2,2024-07-27,5b86776e-c2f2-4
a0245de8-5,5,3,11,3,25,3,null,3ca52c4d,2024-03-31,13cb18d3-5e1,207.48,6.04,5.45,22.46,310.12,6.28,4,2024-04-02,5e38965e-88ec-4
3634e3ee-1,4,1,14,1,16,12,72,a345471a,2023-06-26,4fd82fc2-440,340.02,6.38,16.82,25.72,377.64,26.55,3,2023-06-27,b47ee468-6aac-4
31bf3314-2,2,1,1,3,8,7,null,326fdf6e,2024-01-22,e3a338cc-183,151.76,8.28,0.75,18.21,226.32,22.26,3,2024-01-29,efd1b4e4-75d4-4
2dd30d95-d,2,5,14,1,5,18,44,9613fbab,2025-01-27,8954f6fe-07c,254.39,45.33,19.13,6.92,322.21,45.42,5,2025-02-06,979530ed-852d-4
7c88b544-f,5,5,6,3,5,7,null,05b9d437,2022-09-18,ec64218a-b69,355.81,39.47,14.64,1.97,63.05,29.61,3,2022-09-26,25edfc44-6358-4
0b21d24d-1,4,1,13,3,14,5,81,8a1be1b7,2025-02-12,9f99b577-312,263.19,31.34,9.68,29.12,60.95,18.09,1,2025-02-18,f30dc752-80dc-4
0d85fb6e-6,2,2,19,3,1,8,108,1e0bf3f7,2024-10-21,30688a27-536,158.47,6.7,0.34,16.13,278.62,24.16,2,2024-10-29,14a7aa81-fed8-4
f8c84945-4,3,5,15,3,4,16,69,e88de4eb,2022-10-17,74a9bbac-d14,434.47,25.81,13.69,1.44,255.86,44.66,3,2022-10-23,21a3a036-e47f-4
1ea76c37-6,4,5,13,3,17,5,null,2e1a1b7f,2024-07-07,16a79936-378,103.99,35.55,18.1,14.01,410.18,17.63,4,2024-07-17,18aa14b3-a2b9-4
602e455b-1,4,3,11,3,4,13,65,3631a3f1,2023-01-25,6580259d-06b,244.51,3.14,0.04,1.87,384.36,43.82,5,null,63abd35b-87a2-4
aa173c95-e,5,2,15,1,9,6,null,752b30eb,2024-01-08,aee1dde4-459,239.88,16.7,16.84,2.3,497.9,17.32,3,2024-01-13,196455a8-987b-4
084d5f7e-3,4,2,17,3,3,13,null,8547a4cc,2024-11-01,6c3e2627-df0,112.31,33.06,7.11,21.51,384.21,35.25,5,2024-11-04,d868d140-8236-4
eb4d90f1-2,3,1,15,3,7,1,64,90613dab,2023-10-06,ffcdcd3d-7ba,451.62,24.12,10.39,7.91,375.09,38.72,5,2023-10-07,9bc192ef-334c-4
a3fbf976-3,5,1,20,3,23,3,null,7b9d90c7,2022-05-13,a7a4ed47-8c0,58.08,20.71,11.85,6.61,122.44,6.91,1,2022-05-21,a7e7bdde-6158-4
4a0d6c2f-2,3,5,14,4,11,9,null,d5e40901,2023-10-09,828ed861-05f,34.86,36.85,6.34,24.06,218.38,6.58,4,2023-10-17,f7ac6ceb-95ca-4
c86b8af2-a,5,2,14,1,24,14,null,ba777c43,2023-06-08,7b0f8796-0fa,370.91,43.66,3.88,22.16,498.57,42.14,3,2023-06-14,704ec539-b0e8-4
7efda089-c,1,1,14,4,22,19,62,83388390,2023-08-23,d1285766-77e,326.13,31.97,15.89,2.21,331.48,5.5,1,null,ed7fd892-44ab-4
201c1d0b-a,5,3,11,4,14,9,40,e4d199cb,2022-05-30,61466697-69e,207.62,7.17,13.11,21.76,373.16,32.94,2,2022-06-01,b8fee191-a8d8-4
6a231db6-6,3,5,9,3,7,9,null,e4deb6c6,2023-01-18,e99caa5d-189,167.75,10.92,12.86,7.07,209.59,48.34,4,2023-01-19,8fcafa49-e88f-4
0850d6d9-d,3,1,11,4,13,19,null,da28dae0,2023-03-02,0755d905-1f2,99.36,16,15.7,22.65,194.84,32.24,1,2023-03-08,74f21444-3ddc-4
eebd1c30-1,4,4,13,2,23,5,70,e48f7c15,2024-07-27,9254dc35-65b,204.92,31.58,7.01,14.53,226.4,16.8,3,2024-08-05,3c71dc90-a75d-4
068a4e0e-a,5,5,15,4,19,12,80,233b1776,2022-07-18,e50a41dd-bea,35.34,11.96,16.79,6.02,18.64,3.19,3,2022-07-20,24a9cf85-acf8-4
e8842fbc-b,4,1,1,1,3,7,35,e1dbca84,2023-10-29,41c4081b-5d7,291.62,3.43,11.88,9.62,467.66,26.74,5,2023-11-03,3211b83e-9e55-4
1c7f1357-4,1,3,17,2,7,18,33,ab9f8cf6,2022-09-14,008a609f-8b7,379.53,36.11,0.6,26.58,250.22,45.98,2,2022-09-20,24f6bf18-0f6f-4
