OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
760,2107,182,4,1092.53,4370.12
761,291,246,5,427.87,2139.35
762,1842,269,2,1365.49,2730.98
763,2334,295,2,211.83,423.66
764,2020,330,2,1900.5,3801.0
765,1121,217,5,556.23,2781.15
766,1831,269,5,256.35,1281.75
767,993,449,2,986.75,1973.5
768,1912,302,3,669.3,2007.8999999999999
769,1780,266,4,934.63,3738.52
770,1290,179,1,702.3,702.3
771,1219,211,2,764.93,1529.86
772,828,150,4,1284.87,5139.48
773,2012,181,3,1734.47,5203.41
774,1685,179,4,1101.18,4404.72
775,574,266,2,621.04,1242.08
776,599,483,4,897.54,3590.16
777,2010,148,1,1901.75,1901.75
778,1687,16,2,1496.39,2992.78
779,2129,485,2,1039.28,2078.56
780,1401,445,3,1021.98,3065.94
781,1456,7,1,1482.62,1482.62
782,589,195,3,1119.14,3357.42
783,1886,400,1,901.37,901.37
784,2104,389,5,912.52,4562.6
785,2426,156,4,55.4,221.6
786,1434,491,3,491.67,1475.01
787,1939,371,5,1522.78,7613.9
788,2481,241,2,515.24,1030.48
789,1079,255,2,1071.13,2142.26
790,2499,51,4,1455.0,5820.0
791,1259,286,4,1867.68,7470.72
792,1615,188,3,765.89,2297.67
793,2310,40,2,585.42,1170.84
794,532,201,1,1447.38,1447.38
795,1474,487,3,788.81,2366.43
796,801,385,2,1386.59,2773.18
797,799,336,5,1564.22,7821.1
798,2378,298,2,930.72,1861.44
799,1039,158,3,565.1,1695.3000000000002
800,267,343,3,193.25,579.75
801,1009,446,3,600.38,1801.1399999999999
802,1567,314,1,79.4,79.4
803,1041,411,2,648.64,1297.28
804,2426,498,2,1286.89,2573.78
805,1925,233,5,1902.94,9514.7
806,815,440,5,344.1,1720.5
807,1805,287,3,507.73,1523.19
808,565,287,1,1955.31,1955.31
809,2497,438,2,455.56,911.12
810,190,132,2,1745.75,3491.5
811,465,130,4,1406.87,5627.48
812,422,198,1,1028.69,1028.69
813,1739,107,1,483.72,483.72
814,2254,444,3,1375.68,4127.04
815,1004,262,3,311.55,934.6500000000001
816,794,475,5,1919.89,9599.45
817,270,223,2,1864.57,3729.14
818,2311,497,1,788.52,788.52
819,1241,305,1,302.68,302.68
820,1575,347,3,1663.36,4990.08
821,216,284,1,1233.49,1233.49
822,1577,185,1,1495.45,1495.45
823,1950,74,2,1387.35,2774.7
824,2120,312,5,1428.97,7144.85
825,588,189,4,1685.83,6743.32
826,1178,79,5,724.57,3622.8500000000004
827,1294,109,2,657.37,1314.74
828,1039,315,2,1019.67,2039.34
829,13,136,5,585.54,2927.7
830,332,458,3,1400.91,4202.7300000000005
831,1702,7,2,1900.74,3801.48
832,2046,50,4,1955.31,7821.24
833,1252,183,4,1158.59,4634.36
834,2252,329,1,1794.79,1794.79
835,2133,210,3,1078.62,3235.8599999999997
836,2488,231,5,1668.49,8342.45
837,2146,350,1,575.77,575.77
838,85,164,2,979.93,1959.86
839,1680,366,5,1972.12,9860.599999999999
840,913,351,2,1607.83,3215.66
841,376,207,2,726.97,1453.94
842,1872,100,4,239.11,956.44
843,658,102,3,1805.28,5415.84
844,2082,186,1,1610.53,1610.53
845,14,174,5,1585.56,7927.799999999999
846,709,160,4,1601.49,6405.96
847,2321,27,2,520.64,1041.28
848,54,187,5,1193.17,5965.85
849,1820,386,5,1780.09,8900.449999999999
850,175,62,1,1236.35,1236.35
851,1350,191,5,684.21,3421.05
852,613,197,3,1117.64,3352.92
853,260,183,5,380.91,1904.5500000000002
854,1677,141,5,1841.62,9208.099999999999
855,20,313,5,1068.37,5341.849999999999
856,1865,310,2,914.83,1829.66
857,2105,301,3,642.2,1926.6000000000001
858,812,497,3,975.79,2927.37
859,2257,314,1,1358.07,1358.07
860,1885,132,2,1244.02,2488.04
861,2348,428,3,1975.84,5927.5199999999995
862,1707,144,2,1925.59,3851.18
863,2132,499,2,1166.18,2332.36
864,1701,375,2,656.94,1313.88
865,518,63,3,1869.31,5607.93
866,1810,359,4,1406.38,5625.52
867,66,408,2,350.65,701.3
868,341,181,2,189.42,378.84
869,1198,372,4,166.31,665.24
870,2014,233,2,287.69,575.38
871,1035,465,5,774.72,3873.6000000000004
872,2381,199,2,1272.35,2544.7
873,1270,111,4,1754.89,7019.56
874,1036,10,1,1809.0,1809.0
875,2452,120,4,145.08,580.32
876,757,63,3,460.04,1380.1200000000001
877,1989,352,3,1139.06,3417.18
878,1576,383,5,410.64,2053.2
879,738,77,1,1590.51,1590.51
880,235,321,4,1104.82,4419.28
881,709,283,2,1456.74,2913.48
882,1105,240,5,720.36,3601.8
883,1091,332,3,1071.32,3213.96
884,1201,101,3,1493.35,4480.049999999999
885,1173,59,5,59.04,295.2
886,1075,431,1,940.79,940.79
887,1893,130,1,250.45,250.45
888,2261,455,2,1906.43,3812.86
889,403,254,3,1971.07,5913.21
890,2062,118,5,736.85,3684.25
891,1734,86,3,592.48,1777.44
892,331,102,1,764.98,764.98
893,735,88,2,446.51,893.02
894,1598,208,5,531.14,2655.7
895,291,194,5,1690.56,8452.8
896,1104,91,2,458.02,916.04
897,1421,211,4,402.41,1609.64
898,447,350,4,1176.31,4705.24
899,2424,127,4,385.19,1540.76
900,541,381,4,860.25,3441.0
901,140,354,3,1642.77,4928.3099999999995
902,2207,401,1,1152.17,1152.17
903,345,437,1,1554.0,1554.0
904,1368,367,3,174.97,524.91
905,2133,248,5,692.96,3464.8
906,1562,177,1,547.21,547.21
907,1503,171,5,1372.56,6862.799999999999
908,2498,366,4,919.52,3678.08
909,1536,61,4,1604.73,6418.92
910,2351,268,4,1638.96,6555.84
911,754,26,1,1435.45,1435.45
912,1922,63,4,132.58,530.32
913,1658,332,5,624.36,3121.8
914,749,290,3,1009.89,3029.67
915,540,28,4,1258.82,5035.28
916,2369,179,2,61.3,122.6
917,646,47,5,1243.89,6219.450000000001
918,362,455,3,1350.82,4052.46
919,227,60,2,283.19,566.38
920,180,264,5,776.98,3884.9
921,489,183,1,1763.5,1763.5
922,1457,216,3,965.82,2897.46
923,154,350,2,771.16,1542.32
924,1720,211,4,188.95,755.8
925,481,76,1,1039.73,1039.73
926,441,210,4,526.81,2107.24
927,2217,72,4,1143.06,4572.24
928,1212,111,3,1754.8,5264.4
929,1372,111,5,79.12,395.6
930,39,7,5,1289.95,6449.75
931,1699,348,4,568.08,2272.32
932,2327,53,4,1815.56,7262.24
933,469,427,5,1116.73,5583.65
934,979,304,3,1505.65,4516.950000000001
935,1339,161,3,766.71,2300.13
936,1446,114,5,805.46,4027.3
937,2335,273,5,1318.78,6593.9
938,1185,498,1,1120.89,1120.89
939,1290,186,5,697.04,3485.2
940,2062,116,4,141.07,564.28
941,49,167,1,497.97,497.97
942,380,305,5,593.11,2965.55
943,1001,270,3,952.86,2858.58
944,2260,319,1,1694.74,1694.74
945,323,253,2,849.8,1699.6
946,1716,46,5,537.62,2688.1
947,284,364,2,1136.14,2272.28
948,1849,334,1,420.89,420.89
949,2466,147,5,1651.01,8255.05
950,1995,494,5,336.0,1680.0
951,1584,423,2,275.19,550.38
952,1302,124,2,491.7,983.4
953,310,242,5,1883.2,9416.0
954,2444,480,4,895.73,3582.92
955,1236,83,5,587.82,2939.1000000000004
956,2281,244,5,996.07,4980.35
957,164,16,5,1093.36,5466.799999999999
958,720,328,2,430.54,861.08
959,446,495,3,1291.73,3875.19
960,611,421,5,1764.67,8823.35
961,413,401,2,1231.88,2463.76
962,298,65,3,725.63,2176.89
963,2381,69,5,852.28,4261.4
964,2355,284,1,656.77,656.77
965,993,59,5,1487.39,7436.950000000001
966,718,388,5,1774.15,8870.75
967,1288,363,5,1013.27,5066.35
968,2495,472,3,1767.21,5301.63
969,176,75,1,69.83,69.83
970,152,497,2,1140.89,2281.78
971,950,322,5,1997.56,9987.8
972,962,337,3,1069.15,3207.4500000000003
973,2064,203,3,1293.61,3880.83
974,1754,259,2,1293.82,2587.64
975,1887,248,1,1799.88,1799.88
976,293,102,1,1203.34,1203.34
977,1085,286,2,1278.43,2556.86
978,76,349,2,1338.5,2677.0
979,1247,297,2,737.87,1475.74
980,1120,88,2,864.63,1729.26
981,1275,389,4,576.04,2304.16
982,2248,294,3,247.96,743.88
983,2348,473,2,1426.33,2852.66
984,2296,280,4,256.06,1024.24
985,2008,354,2,56.15,112.3
986,1887,374,5,310.53,1552.6499999999999
987,948,230,3,1000.76,3002.2799999999997
988,1407,112,5,1780.49,8902.45
989,127,375,1,1981.37,1981.37
990,1682,379,4,1276.21,5104.84
991,721,402,3,1511.62,4534.86
992,2378,258,4,1728.45,6913.8
993,1916,175,2,310.23,620.46
994,1670,105,4,577.52,2310.08
995,1430,127,1,658.74,658.74
996,1083,63,1,212.43,212.43
997,1761,394,5,1056.69,5283.450000000001
998,263,100,3,615.66,1846.98
999,634,325,1,1555.53,1555.53
1000,675,230,3,426.33,1278.99
1001,1397,324,2,96.25,192.5
1002,627,48,4,915.13,3660.52
1003,1208,150,2,1774.21,3548.42
1004,1528,112,3,1645.6,4936.799999999999
1005,1264,437,4,55.74,222.96
1006,1987,411,4,541.11,2164.44
1007,2087,46,4,802.08,3208.32
1008,2171,418,4,1637.3,6549.2
1009,1358,259,4,1440.99,5763.96
1010,1837,481,5,1166.94,5834.700000000001
1011,1202,158,3,123.98,371.94
1012,217,469,3,1783.18,5349.54
1013,1773,461,1,734.98,734.98
1014,1810,331,4,1916.7,7666.8
1015,1816,435,1,1145.28,1145.28
1016,41,331,5,1541.05,7705.25
1017,1731,250,5,873.42,4367.099999999999
1018,443,15,4,307.31,1229.24
1019,196,42,3,633.58,1900.7400000000002
1020,2166,181,5,1467.61,7338.049999999999
1021,1000,114,2,66.45,132.9
1022,2283,201,2,1724.4,3448.8
1023,744,147,1,613.13,613.13
1024,1161,372,4,1865.44,7461.76
1025,1125,342,1,501.14,501.14
1026,2126,154,1,544.19,544.19
1027,928,178,1,1066.37,1066.37
1028,1434,257,3,1407.48,4222.4400000000005
1029,1904,355,3,1232.95,3698.8500000000004
1030,1352,347,5,1711.41,8557.050000000001
1031,1295,138,4,818.86,3275.44
1032,1951,257,1,939.65,939.65
1033,1012,218,3,1712.26,5136.78
1034,24,271,3,1857.87,5573.61
1035,2456,266,3,1491.73,4475.1900000000005
1036,1439,35,1,1720.96,1720.96
1037,580,287,4,1712.67,6850.68
1038,146,405,3,1268.38,3805.1400000000003
1039,2123,418,5,530.26,2651.3
1040,1968,334,1,628.81,628.81
1041,1344,233,2,1056.88,2113.76
1042,2361,164,1,1797.09,1797.09
1043,1645,221,1,167.36,167.36
1044,1708,384,1,1056.76,1056.76
1045,1341,171,2,506.97,1013.94
1046,489,470,1,1546.57,1546.57
1047,457,151,3,165.41,496.23
1048,552,73,1,1785.39,1785.39
1049,844,386,2,1138.0,2276.0
1050,2176,398,2,1084.55,2169.1
1051,519,339,2,1154.56,2309.12
1052,249,312,1,751.98,751.98
1053,1990,482,4,138.71,554.84
1054,1609,381,3,858.02,2574.06
1055,2083,364,1,731.89,731.89
1056,871,483,2,1807.96,3615.92
1057,2381,68,2,458.73,917.46
1058,1779,200,1,1080.48,1080.48
1059,1591,280,4,427.86,1711.44
1060,1001,345,4,1514.46,6057.84
1061,795,243,2,740.03,1480.06
1062,1287,22,3,309.08,927.24
1063,240,452,3,1487.23,4461.6900000000005
1064,2205,130,4,807.3,3229.2
1065,1784,426,5,1723.75,8618.75
1066,1322,204,3,964.9,2894.7
1067,163,110,1,1056.14,1056.14
1068,2387,242,5,1013.41,5067.05
1069,1711,76,4,1048.96,4195.84
1070,2482,426,2,170.26,340.52
1071,1531,135,2,1826.99,3653.98
1072,57,497,2,104.18,208.36
1073,770,71,1,795.97,795.97
1074,2368,407,1,1244.18,1244.18
1075,336,252,1,1983.59,1983.59
1076,2120,57,5,1843.41,9217.050000000001
1077,1365,385,2,1359.88,2719.76
1078,1570,6,2,532.64,1065.28
1079,2330,43,4,1427.93,5711.72
1080,1164,40,3,1839.13,5517.39
1081,2359,131,3,180.47,541.41
1082,2029,343,4,1468.55,5874.2
1083,935,145,5,408.17,2040.8500000000001
1084,532,247,3,599.78,1799.34
1085,1759,425,5,467.02,2335.1
1086,426,477,4,1098.75,4395.0
1087,1888,77,4,1612.19,6448.76
1088,633,386,4,1813.45,7253.8
1089,1362,286,5,1220.73,6103.65
1090,1496,389,5,454.89,2274.45
1091,479,442,4,821.6,3286.4
1092,981,319,5,683.31,3416.5499999999997
1093,592,291,3,1598.65,4795.950000000001
1094,1893,453,5,1954.16,9770.800000000001
1095,2186,166,5,1226.15,6130.75
1096,475,45,4,1299.35,5197.4
1097,1296,474,4,64.18,256.72
1098,2167,366,5,1216.1,6080.5
1099,2312,193,2,1150.44,2300.88
1100,220,116,2,1462.02,2924.04
1101,2039,437,4,1628.41,6513.64
1102,1603,379,2,1656.32,3312.64
1103,1111,44,4,1185.71,4742.84
1104,761,37,4,526.93,2107.72
1105,2285,319,4,1589.84,6359.36
1106,175,53,2,1617.95,3235.9
1107,1325,465,4,511.62,2046.48
1108,616,391,2,1802.39,3604.78
1109,1618,426,3,931.81,2795.43
1110,1239,100,2,1040.94,2081.88
1111,1029,231,1,1586.04,1586.04
1112,2308,240,1,331.34,331.34
1113,1098,171,5,304.02,1520.1
1114,66,296,3,420.2,1260.6
1115,1965,352,5,907.66,4538.3
1116,619,205,4,1522.59,6090.36
1117,937,343,3,1073.05,3219.1499999999996
1118,1646,284,4,558.23,2232.92
1119,1537,425,3,1609.09,4827.2699999999995
1120,2282,200,5,1526.16,7630.8
1121,1670,266,4,532.58,2130.32
1122,2274,411,1,330.22,330.22
1123,1681,133,1,1608.11,1608.11
1124,2226,473,5,1974.55,9872.75
1125,2129,472,5,1049.75,5248.75
1126,1635,245,2,98.04,196.08
1127,1503,290,2,1897.49,3794.98
1128,2101,233,5,1054.19,5270.950000000001
1129,294,56,1,407.37,407.37
1130,1608,481,1,1119.32,1119.32
1131,1767,353,2,180.33,360.66
1132,892,118,2,121.07,242.14
1133,141,344,4,592.93,2371.72
1134,318,383,4,133.15,532.6
1135,1309,485,5,658.67,3293.35
1136,2367,18,5,304.93,1524.65
1137,1210,223,5,362.97,1814.8500000000001
1138,1423,274,3,1304.39,3913.17
1139,5,85,4,1809.26,7237.04
1140,2311,490,2,112.24,224.48
1141,99,274,2,1354.76,2709.52
1142,1378,157,1,1961.27,1961.27
1143,368,176,2,1568.4,3136.8
1144,656,63,1,1364.16,1364.16
1145,425,110,1,1477.85,1477.85
1146,2098,248,3,1042.44,3127.32
1147,858,163,2,1399.2,2798.4
1148,725,153,1,375.82,375.82
1149,2342,469,2,1230.45,2460.9
1150,61,221,2,1960.05,3920.1
1151,178,345,3,1971.55,5914.65
1152,975,46,5,824.32,4121.6
1153,2278,369,2,1282.21,2564.42
1154,2176,274,5,74.92,374.6
1155,1519,487,3,1221.64,3664.92
1156,2474,7,4,1701.39,6805.56
1157,2146,323,3,1287.79,3863.37
1158,1770,223,5,1749.48,8747.4
1159,561,403,3,332.79,998.3700000000001
1160,266,363,1,615.77,615.77
1161,1782,443,4,1107.71,4430.84
1162,871,275,2,750.41,1500.82
1163,584,464,4,505.42,2021.68
1164,957,469,4,142.08,568.32
1165,1373,188,3,1217.05,3651.1499999999996
1166,406,258,2,953.0,1906.0
1167,2152,23,1,670.01,670.01
1168,2072,442,2,1948.29,3896.58
1169,1978,483,5,824.58,4122.900000000001
1170,1173,317,2,1232.65,2465.3
1171,1366,166,5,1203.74,6018.7
1172,646,357,1,1785.67,1785.67
1173,580,498,2,1237.23,2474.46
1174,1497,250,5,1397.92,6989.6
1175,1382,219,5,1867.77,9338.85
1176,42,349,5,1845.25,9226.25
1177,1185,197,4,1117.62,4470.48
1178,1997,415,1,93.91,93.91
1179,1083,22,2,587.26,1174.52
1180,430,395,5,591.03,2955.1499999999996
1181,470,146,1,1477.24,1477.24
1182,1948,380,3,1506.87,4520.61
1183,1609,473,5,198.7,993.5
1184,484,152,5,392.2,1961.0
1185,1905,322,5,1222.56,6112.799999999999
1186,332,10,2,1575.73,3151.46
1187,2187,84,2,828.37,1656.74
1188,900,20,4,1771.04,7084.16
1189,163,124,4,119.9,479.6
1190,2372,490,3,702.1,2106.3
1191,318,144,2,1677.08,3354.16
1192,2155,272,2,1856.28,3712.56
1193,1886,191,4,678.4,2713.6
1194,1641,163,1,827.48,827.48
1195,993,60,2,247.56,495.12
1196,989,391,4,383.38,1533.52
1197,152,212,4,206.29,825.16
1198,2187,145,2,560.77,1121.54
1199,2216,133,4,608.75,2435.0
1200,426,365,4,401.69,1606.76
1201,526,381,4,1478.27,5913.08
1202,1692,431,4,1300.41,5201.64
1203,1853,437,4,1565.62,6262.48
1204,2033,203,3,235.88,707.64
1205,1444,329,4,1922.5,7690.0
1206,455,7,4,254.35,1017.4
1207,371,458,1,1108.73,1108.73
1208,358,115,1,1112.49,1112.49
1209,2378,136,5,831.58,4157.900000000001
1210,902,309,5,964.87,4824.35
1211,1617,6,5,556.01,2780.05
1212,1388,406,3,1478.77,4436.3099999999995
1213,191,18,5,276.29,1381.45
1214,2171,226,3,661.05,1983.1499999999999
1215,1344,3,3,1283.92,3851.76
1216,1991,328,4,861.16,3444.64
1217,1347,500,1,1138.81,1138.81
1218,899,186,3,1632.33,4896.99
1219,1852,220,5,192.06,960.3
1220,1643,202,2,486.17,972.34
1221,2155,464,1,982.24,982.24
1222,2314,423,5,1275.09,6375.45
1223,1045,303,2,388.68,777.36
1224,1449,264,4,498.98,1995.92
1225,250,102,2,1047.93,2095.86
1226,1858,281,2,52.35,104.7
1227,1000,430,5,671.56,3357.7999999999997
1228,1441,145,4,1025.72,4102.88
1229,1333,89,1,1423.65,1423.65
1230,763,310,3,1902.56,5707.68
1231,1644,108,5,208.33,1041.65
1232,2186,311,3,1820.11,5460.33
1233,221,133,3,1599.67,4799.01
1234,2157,434,2,1073.14,2146.28
1235,737,82,3,1104.99,3314.9700000000003
1236,308,180,3,1548.6,4645.799999999999
1237,485,243,2,1485.16,2970.32
1238,655,413,3,893.34,2680.02
1239,1386,345,3,503.1,1509.3000000000002
1240,2316,246,2,706.07,1412.14
1241,1351,461,4,278.62,1114.48
1242,1160,309,2,1337.02,2674.04
1243,1373,481,4,962.19,3848.76
1244,638,346,1,1967.75,1967.75
1245,1384,374,1,1994.23,1994.23
1246,1988,379,1,571.17,571.17
1247,869,445,4,351.93,1407.72
1248,2224,85,5,1889.75,9448.75
1249,400,268,2,194.63,389.26
1250,216,352,1,738.37,738.37
1251,540,466,1,328.41,328.41
1252,1021,238,5,1685.07,8425.35
1253,670,221,1,1351.09,1351.09
1254,592,12,3,73.63,220.89
1255,293,48,4,175.49,701.96
1256,1518,421,2,403.76,807.52
1257,502,61,5,977.93,4889.65
1258,1113,306,2,356.38,712.76
1259,527,475,4,990.51,3962.04
1260,1704,305,1,1629.82,1629.82
1261,293,497,1,1020.48,1020.48
1262,1451,213,3,881.72,2645.16
1263,1372,393,4,1438.47,5753.88
1264,2368,487,2,1640.26,3280.52
1265,840,473,1,1750.09,1750.09
1266,255,495,4,1400.85,5603.4
1267,1114,54,3,90.45,271.35
1268,473,254,4,1596.61,6386.44
1269,1130,285,2,1095.84,2191.68
1270,799,468,5,1136.97,5684.85
1271,1456,365,3,1647.24,4941.72
1272,1246,297,4,378.47,1513.88
1273,2037,159,5,1277.34,6386.7
1274,442,3,1,862.31,862.31
1275,505,255,4,484.67,1938.68
1276,2076,68,4,823.65,3294.6
1277,1955,117,2,108.23,216.46
1278,883,435,2,1103.67,2207.34
1279,1899,283,4,1489.74,5958.96
1280,1812,271,5,994.67,4973.349999999999
1281,1277,319,3,520.34,1561.02
1282,1558,62,3,1014.94,3044.82
1283,1904,464,3,1844.29,5532.87
1284,1751,387,1,1420.03,1420.03
1285,2479,444,4,1859.13,7436.52
1286,464,266,2,368.42,736.84
1287,177,204,1,1522.7,1522.7
1288,829,278,1,1663.88,1663.88
1289,666,276,2,1379.16,2758.32
1290,1495,334,3,1133.66,3400.9800000000005
1291,1737,341,2,742.74,1485.48
1292,615,371,5,1926.65,9633.25
1293,413,5,2,1784.87,3569.74
1294,126,361,3,56.04,168.12
1295,883,347,2,890.09,1780.18
1296,1634,489,1,142.53,142.53
1297,117,4,1,1874.72,1874.72
1298,1925,318,4,1007.08,4028.32
1299,788,130,2,185.44,370.88
1300,1581,140,2,211.83,423.66
1301,1276,220,3,369.13,1107.3899999999999
1302,226,36,2,148.78,297.56
1303,2030,320,4,183.54,734.16
1304,2244,169,2,1601.53,3203.06
1305,864,488,1,1949.76,1949.76
1306,2301,353,5,1744.57,8722.85
1307,953,453,4,409.8,1639.2
1308,1333,440,4,672.42,2689.68
1309,1504,61,2,942.37,1884.74
1310,1602,355,2,1433.04,2866.08
1311,302,288,2,380.5,761.0
1312,2290,466,5,78.67,393.35
1313,1382,376,3,1990.51,5971.53
1314,2461,39,1,886.74,886.74
1315,266,222,2,898.55,1797.1
1316,1902,443,1,358.65,358.65
1317,2212,360,1,896.33,896.33
1318,671,241,1,667.2,667.2
1319,159,394,1,236.99,236.99
1320,1626,231,1,1326.7,1326.7
1321,2389,198,4,1465.81,5863.24
1322,527,253,2,1111.13,2222.26
1323,2471,24,2,1247.35,2494.7
1324,2338,100,4,182.35,729.4
1325,1840,198,4,987.26,3949.04
1326,25,95,5,325.98,1629.9
1327,1561,270,1,1660.16,1660.16
1328,1114,402,2,147.94,295.88
1329,1866,448,3,1581.22,4743.66
1330,1544,87,4,1776.88,7107.52
1331,1167,447,5,1180.2,5901.0
1332,1097,299,2,1575.74,3151.48
1333,1364,17,3,963.79,2891.37
1334,2474,202,4,1169.81,4679.24
1335,1347,311,3,198.05,594.1500000000001
1336,1225,135,5,261.61,1308.0500000000002
1337,1304,86,5,939.7,4698.5
1338,173,64,3,582.27,1746.81
1339,45,116,3,1505.13,4515.39
1340,487,197,4,1064.97,4259.88
1341,814,187,4,210.05,840.2
1342,808,463,5,1572.73,7863.65
1343,2021,426,1,1061.86,1061.86
1344,748,389,5,587.21,2936.05
1345,2236,353,1,425.62,425.62
1346,813,274,2,997.01,1994.02
1347,52,88,1,737.35,737.35
1348,408,333,4,615.12,2460.48
1349,2069,218,5,335.28,1676.3999999999999
1350,1756,344,3,313.58,940.74
1351,2457,267,4,886.1,3544.4
1352,1215,381,3,1661.29,4983.87
1353,12,88,2,222.13,444.26
1354,598,62,2,458.69,917.38
1355,1908,405,4,1161.06,4644.24
1356,1882,74,4,169.87,679.48
1357,1471,490,1,157.98,157.98
1358,1352,299,3,574.86,1724.58
1359,1763,193,1,1124.49,1124.49
1360,406,225,4,361.35,1445.4
1361,339,319,2,1086.24,2172.48
1362,1490,293,4,619.96,2479.84
1363,181,231,3,521.95,1565.8500000000001
1364,198,337,4,1434.87,5739.48
1365,1632,157,2,889.37,1778.74
1366,367,279,2,700.63,1401.26
1367,1290,243,3,577.99,1733.97
1368,1512,164,4,1136.14,4544.56
1369,1855,431,2,1227.27,2454.54
1370,954,53,2,1800.52,3601.04
1371,452,454,1,1338.98,1338.98
1372,619,254,1,261.42,261.42
1373,1062,162,2,1072.48,2144.96
1374,810,25,1,277.18,277.18
1375,625,174,1,393.71,393.71
1376,1736,363,4,1073.24,4292.96
1377,2098,238,2,1627.91,3255.82
1378,2130,209,4,398.36,1593.44
1379,1729,342,2,447.46,894.92
1380,2162,445,3,1110.49,3331.4700000000003
1381,444,54,2,1437.18,2874.36
1382,859,83,5,1468.79,7343.95
1383,1664,262,2,1774.05,3548.1
1384,278,246,2,600.62,1201.24
1385,259,4,3,1319.0,3957.0
1386,1572,354,2,1422.6,2845.2
1387,1506,405,4,1919.32,7677.28
1388,719,61,4,697.62,2790.48
1389,386,127,1,632.26,632.26
1390,483,286,5,1642.41,8212.050000000001
1391,682,100,1,534.25,534.25
1392,383,79,5,1294.23,6471.15
1393,1121,458,4,73.93,295.72
1394,80,383,1,723.98,723.98
1395,2249,499,2,1590.94,3181.88
1396,203,13,4,785.99,3143.96
1397,39,232,1,220.4,220.4
1398,1004,225,4,1312.4,5249.6
1399,1311,474,3,1004.55,3013.6499999999996
1400,276,493,5,1361.42,6807.1
1401,923,300,2,1133.49,2266.98
1402,1030,149,5,1154.36,5771.799999999999
1403,72,166,5,1354.39,6771.950000000001
1404,461,342,1,1835.83,1835.83
1405,2352,215,5,73.88,369.4
1406,1646,61,3,1577.47,4732.41
1407,180,387,4,438.26,1753.04
1408,1707,449,4,140.45,561.8
1409,287,344,2,1137.21,2274.42
1410,1568,38,2,835.92,1671.84
1411,1209,363,5,1320.59,6602.95
1412,1489,108,1,329.53,329.53
1413,335,410,1,212.11,212.11
1414,2405,470,5,519.66,2598.2999999999997
1415,1925,392,5,1461.54,7307.7
1416,37,208,4,940.1,3760.4
1417,613,34,2,1717.89,3435.78
1418,1968,185,2,483.19,966.38
1419,2449,32,3,1740.98,5222.9400000000005
1420,930,377,4,721.73,2886.92
1421,2300,318,4,1785.17,7140.68
1422,1134,450,4,1854.37,7417.48
1423,1309,356,3,894.98,2684.94
1424,193,77,5,793.76,3968.8
1425,1930,101,1,748.74,748.74
1426,38,265,2,564.48,1128.96
1427,1591,146,1,1233.31,1233.31
1428,472,37,2,1029.96,2059.92
1429,174,413,2,1862.03,3724.06
1430,196,54,5,1254.27,6271.35
1431,2058,358,1,472.13,472.13
1432,1519,364,2,1561.21,3122.42
1433,2199,119,2,1227.57,2455.14
1434,761,142,5,501.5,2507.5
1435,947,424,5,575.73,2878.65
1436,847,342,3,1449.74,4349.22
1437,1861,388,3,428.82,1286.46
1438,1847,299,5,1825.84,9129.199999999999
1439,942,68,3,1969.95,5909.85
1440,1468,269,5,1929.34,9646.699999999999
1441,51,310,5,462.7,2313.5
1442,1770,240,4,1909.93,7639.72
1443,970,140,1,930.04,930.04
1444,382,234,1,168.02,168.02
1445,474,290,3,75.48,226.44
1446,704,393,1,1970.0,1970.0
1447,547,55,3,337.91,1013.73
1448,459,396,1,1711.01,1711.01
1449,1759,367,5,136.78,683.9
1450,1139,88,5,413.39,2066.95
1451,2345,347,4,206.03,824.12
1452,1610,59,2,516.41,1032.82
1453,537,326,1,797.14,797.14
1454,2002,293,5,778.0,3890.0
1455,2310,220,2,1812.55,3625.1
1456,2288,450,3,1062.04,3186.12
1457,2071,346,4,1439.43,5757.72
1458,2047,119,4,397.31,1589.24
1459,916,138,3,1897.77,5693.3099999999995
1460,119,434,3,1334.19,4002.57
1461,1863,191,1,1613.24,1613.24
1462,1587,4,5,987.65,4938.25
1463,603,35,1,1355.69,1355.69
1464,588,71,5,1257.67,6288.35
1465,1094,69,3,890.53,2671.59
1466,56,384,1,1735.39,1735.39
1467,2183,444,5,488.64,2443.2
1468,2002,467,1,279.74,279.74
1469,1622,111,3,445.23,1335.69
1470,791,43,2,840.98,1681.96
1471,1749,94,3,939.23,2817.69
1472,1359,427,5,1450.43,7252.150000000001
1473,2023,11,2,499.99,999.98
1474,2425,335,5,1365.45,6827.25
1475,2013,84,2,1217.29,2434.58
1476,1110,397,3,265.05,795.1500000000001
1477,595,127,3,152.86,458.58000000000004
1478,499,414,4,506.67,2026.68
1479,714,78,3,1496.56,4489.68
1480,1196,430,1,1603.96,1603.96
1481,1364,134,3,125.11,375.33
1482,3,456,1,1138.94,1138.94
1483,230,343,3,1530.72,4592.16
1484,1725,76,2,963.93,1927.86
1485,2234,298,3,1480.52,4441.5599999999995
1486,1451,457,5,1691.7,8458.5
1487,1402,145,4,1176.01,4704.04
1488,2476,275,1,1897.23,1897.23
1489,857,489,1,359.46,359.46
1490,498,353,3,1438.13,4314.39
1491,415,490,4,675.72,2702.88
1492,1567,486,3,1564.25,4692.75
1493,1532,235,1,432.3,432.3
1494,1510,328,4,1003.6,4014.4
