Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID,Store Manager ID
Amazon,ORD-000261,2025-03-09,PO-00261,USD,99.94,9.99,10.63,16.38,841.95,899.46,89.91,B007437,Used - Like New,9,Credit Card,Cancelled,In Transit,2025-03-21,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-9881,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000262,2025-03-05,PO-00262,USD,57.01,5.7,10.06,10.87,259.2,285.05,28.5,B009384,New,5,Gift Card,Cancelled,Pending,2025-03-23,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-3413,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-000263,2025-03-24,PO-00263,USD,248.59,24.86,14.19,11.73,1832.04,1740.13,174.02,B006774,Refurbished,7,Credit Card,Shipped,Delivered,2025-03-20,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-9881,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-000264,2025-03-23,PO-00264,USD,206.45,20.64,12.61,36.48,571.83,619.35,61.92,B007558,Refurbished,3,PayPal,Shipped,Pending,2025-03-20,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-4483,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-000265,2025-03-12,PO-00265,USD,258.53,25.85,12.47,47.0,1186.9,1292.65,129.25,B003994,Refurbished,5,Gift Card,Shipped,In Transit,2025-03-12,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-7703,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000266,2025-03-04,PO-00266,USD,365.04,36.5,9.07,44.36,714.36,730.08,73.0,B008074,Used - Like New,2,Credit Card,Cancelled,Delivered,2025-03-11,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5418,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-000267,2025-03-21,PO-00267,USD,301.18,30.12,10.48,9.25,1610.25,1505.9,150.6,B006928,New,5,Gift Card,Shipped,In Transit,2025-03-27,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-2221,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-000268,2025-03-13,PO-00268,USD,162.18,16.22,6.51,19.7,1428.3,1459.62,145.98,B008558,Refurbished,9,Gift Card,Cancelled,Pending,2025-03-05,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-7362,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-000269,2025-03-24,PO-00269,USD,69.03,6.9,16.03,6.25,69.68,69.03,6.9,B009464,Used - Like New,1,Credit Card,Cancelled,Delivered,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-3367,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-000270,2025-03-20,PO-00270,USD,188.6,18.86,18.2,37.49,1189.79,1320.2,132.02,B007645,Refurbished,7,Gift Card,Pending,Pending,2025-03-13,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-6839,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-000271,2025-03-28,PO-00271,USD,273.99,27.4,10.79,19.06,2823.3,2739.9,274.0,B003718,Refurbished,10,Credit Card,Pending,In Transit,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-9672,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-000272,2025-03-11,PO-00272,USD,244.13,24.41,12.41,17.55,2007.92,1953.04,195.28,B005420,Used - Like New,8,PayPal,Pending,In Transit,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-4611,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-000273,2025-03-04,PO-00273,USD,211.17,21.12,13.09,0.38,231.91,211.17,21.12,B004430,Used - Like New,1,Gift Card,Cancelled,Pending,2025-03-08,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-3052,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-000274,2025-03-14,PO-00274,USD,253.57,25.36,17.46,41.93,1422.0,1521.42,152.16,B009326,Used - Like New,6,PayPal,Pending,In Transit,2025-03-28,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-7583,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000275,2025-03-22,PO-00275,USD,237.41,23.74,8.25,19.6,2173.95,2136.69,213.66,B007073,Used - Like New,9,Credit Card,Shipped,Pending,2025-03-08,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-8797,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-000276,2025-03-04,PO-00276,USD,334.43,33.44,9.93,42.5,1626.85,1672.15,167.2,B004905,Refurbished,5,PayPal,Cancelled,In Transit,2025-03-12,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-4230,Sample Product,,,,,SP-030,SM-004
Amazon,ORD-000277,2025-03-12,PO-00277,USD,497.03,49.7,6.78,89.8,4112.37,4473.27,447.3,B006801,Refurbished,9,Gift Card,Cancelled,Delivered,2025-03-25,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4796,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-000278,2025-03-28,PO-00278,USD,138.79,13.88,10.52,4.53,1481.4,1387.9,138.8,B002091,Used - Like New,10,Gift Card,Pending,In Transit,2025-03-24,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-7533,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-000279,2025-03-10,PO-00279,USD,382.28,38.23,7.89,24.65,2771.02,2675.96,267.61,B009617,Refurbished,7,PayPal,Cancelled,Delivered,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7489,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-000280,2025-03-10,PO-00280,USD,121.04,12.1,14.22,14.74,118.4,121.04,12.1,B003823,Used - Like New,1,PayPal,Cancelled,Delivered,2025-03-04,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-1360,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000281,2025-03-05,PO-00281,USD,200.89,20.09,19.74,33.98,935.0,1004.45,100.45,B002669,Used - Like New,5,Credit Card,Shipped,Pending,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-4644,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-000282,2025-03-01,PO-00282,USD,147.78,14.78,6.35,2.95,1117.27,1034.46,103.46,B004584,Refurbished,7,Gift Card,Shipped,Pending,2025-03-01,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-5368,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000283,2025-03-04,PO-00283,USD,395.86,39.59,15.21,40.81,394.64,395.86,39.59,B005790,Refurbished,1,PayPal,Cancelled,Pending,2025-03-05,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-7724,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-000284,2025-03-05,PO-00284,USD,161.27,16.13,5.36,1.96,1228.08,1128.89,112.91,B007162,Used - Like New,7,Credit Card,Pending,Pending,2025-03-11,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-1278,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000285,2025-03-07,PO-00285,USD,295.49,29.55,12.14,34.86,2901.8,2954.9,295.5,B005428,Refurbished,10,Gift Card,Pending,In Transit,2025-03-23,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-6870,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000286,2025-03-27,PO-00286,USD,53.4,5.34,17.16,2.29,112.9,106.8,10.68,B007395,Used - Like New,2,PayPal,Shipped,Delivered,2025-03-14,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-6801,Sample Product,,,,,SP-033,SM-004
Amazon,ORD-000287,2025-03-04,PO-00287,USD,139.28,13.93,9.5,20.57,1193.76,1253.52,125.37,B008634,New,9,Gift Card,Shipped,In Transit,2025-03-24,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-7643,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-000288,2025-03-26,PO-00288,USD,38.67,3.87,10.42,3.33,117.63,116.01,11.61,B005831,Refurbished,3,Credit Card,Shipped,Pending,2025-03-10,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-2718,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000289,2025-03-08,PO-00289,USD,13.95,1.4,5.5,0.68,117.36,111.6,11.2,B006737,New,8,PayPal,Cancelled,Pending,2025-03-13,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-5575,Sample Product,,,,,SP-021,SM-003
Amazon,ORD-000290,2025-03-15,PO-00290,USD,191.71,19.17,10.25,11.13,998.75,958.55,95.85,B005901,Refurbished,5,Gift Card,Pending,Delivered,2025-03-11,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-1092,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000291,2025-03-05,PO-00291,USD,209.35,20.94,9.89,21.23,418.12,418.7,41.88,B006213,New,2,PayPal,Cancelled,Delivered,2025-03-17,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-6400,Sample Product,,,,,SP-007,SM-001
Amazon,ORD-000292,2025-03-21,PO-00292,USD,360.48,36.05,10.09,55.32,1706.05,1802.4,180.25,B004578,Used - Like New,5,PayPal,Shipped,In Transit,2025-03-25,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1026,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-000293,2025-03-03,PO-00293,USD,167.48,16.75,11.71,30.93,153.3,167.48,16.75,B008559,Refurbished,1,Credit Card,Pending,Delivered,2025-03-02,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-4272,Sample Product,,,,,SP-013,SM-002
Amazon,ORD-000294,2025-03-06,PO-00294,USD,88.44,8.84,6.37,1.32,191.92,176.88,17.68,B007924,Refurbished,2,Credit Card,Cancelled,Pending,2025-03-13,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-1163,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000295,2025-03-17,PO-00295,USD,291.89,29.19,13.23,49.51,543.14,583.78,58.38,B001366,New,2,Gift Card,Pending,In Transit,2025-03-03,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-8414,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-000296,2025-03-26,PO-00296,USD,137.1,13.71,6.05,26.28,1245.3,1371.0,137.1,B008049,Used - Like New,10,Gift Card,Shipped,Pending,2025-03-12,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2065,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-000297,2025-03-24,PO-00297,USD,446.15,44.62,9.23,62.26,3856.59,4015.35,401.58,B001858,New,9,Credit Card,Cancelled,Delivered,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-9942,Sample Product,,,,,SP-012,SM-002
Amazon,ORD-000298,2025-03-25,PO-00298,USD,356.99,35.7,7.32,56.33,672.72,713.98,71.4,B006489,New,2,Credit Card,Cancelled,Delivered,2025-03-05,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-6393,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-000299,2025-03-15,PO-00299,USD,421.16,42.12,5.49,37.94,2126.7,2105.8,210.6,B002472,Refurbished,5,Credit Card,Shipped,Delivered,2025-03-24,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-2994,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-000300,2025-03-26,PO-00300,USD,310.86,31.09,7.18,6.72,2681.84,2486.88,248.72,B009078,New,8,Credit Card,Pending,Pending,2025-03-13,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4235,Sample Product,,,,,SP-001,SM-001
Amazon,ORD-000301,2025-03-20,PO-00301,USD,81.63,8.16,10.8,9.52,561.89,571.41,57.12,B005016,Used - Like New,7,PayPal,Shipped,Delivered,2025-03-27,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-8420,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000302,2025-03-12,PO-00302,USD,318.84,31.88,8.72,41.14,619.16,637.68,63.76,B005101,Refurbished,2,Gift Card,Pending,Pending,2025-03-22,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-8631,Sample Product,,,,,SP-029,SM-004
Amazon,ORD-000303,2025-03-14,PO-00303,USD,18.0,1.8,13.15,3.43,65.48,72.0,7.2,B003196,Used - Like New,4,Credit Card,Shipped,Delivered,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-8618,Sample Product,,,,,SP-011,SM-002
Amazon,ORD-000304,2025-03-27,PO-00304,USD,96.94,9.69,14.96,6.21,602.52,581.64,58.14,B008073,New,6,PayPal,Shipped,In Transit,2025-03-03,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-3976,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-000305,2025-03-08,PO-00305,USD,86.31,8.63,18.87,15.21,637.84,690.48,69.04,B001801,New,8,Credit Card,Shipped,Delivered,2025-03-05,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-1619,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000306,2025-03-27,PO-00306,USD,491.91,49.19,5.27,16.78,2097.28,1967.64,196.76,B002366,New,4,PayPal,Shipped,In Transit,2025-03-03,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-7698,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-000307,2025-03-04,PO-00307,USD,420.46,42.05,5.43,30.23,2593.68,2522.76,252.3,B002986,Refurbished,6,Credit Card,Cancelled,Pending,2025-03-08,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-4409,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-000308,2025-03-15,PO-00308,USD,232.76,23.28,16.36,0.0,1024.16,931.04,93.12,B007096,New,4,Gift Card,Cancelled,Pending,2025-03-16,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-7278,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-000309,2025-03-12,PO-00309,USD,17.55,1.76,5.03,0.43,132.16,122.85,12.32,B003917,New,7,Credit Card,Shipped,In Transit,2025-03-25,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-3926,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-000310,2025-03-17,PO-00310,USD,313.53,31.35,10.71,8.54,672.68,627.06,62.7,B002276,Refurbished,2,Gift Card,Cancelled,Pending,2025-03-16,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2323,Sample Product,,,,,SP-013,SM-002
Amazon,ORD-000311,2025-03-26,PO-00311,USD,228.92,22.89,10.82,4.46,1236.75,1144.6,114.45,B009299,Refurbished,5,Credit Card,Cancelled,Delivered,2025-03-17,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-1050,Sample Product,,,,,SP-011,SM-002
Amazon,ORD-000312,2025-03-02,PO-00312,USD,63.98,6.4,15.22,12.27,232.44,255.92,25.6,B009178,New,4,PayPal,Cancelled,Pending,2025-03-07,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-9292,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-000313,2025-03-14,PO-00313,USD,490.93,49.09,7.69,75.31,464.71,490.93,49.09,B002039,New,1,Gift Card,Cancelled,Pending,2025-03-14,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-7556,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000314,2025-03-22,PO-00314,USD,106.94,10.69,6.3,14.48,206.3,213.88,21.38,B001269,New,2,Credit Card,Cancelled,Delivered,2025-03-11,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-6497,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-000315,2025-03-28,PO-00315,USD,188.4,18.84,18.02,37.28,679.84,753.6,75.36,B009969,Used - Like New,4,Gift Card,Shipped,In Transit,2025-03-08,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-4824,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000316,2025-03-25,PO-00316,USD,406.24,40.62,7.71,36.95,2049.55,2031.2,203.1,B008508,Refurbished,5,Credit Card,Shipped,Pending,2025-03-16,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-2542,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-000317,2025-03-12,PO-00317,USD,283.78,28.38,14.12,35.64,1935.64,1986.46,198.66,B004508,Used - Like New,7,Gift Card,Pending,In Transit,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-5705,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000318,2025-03-24,PO-00318,USD,196.53,19.65,11.78,10.77,1027.05,982.65,98.25,B005878,Used - Like New,5,Credit Card,Cancelled,Pending,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-5790,Sample Product,,,,,SP-011,SM-002
Amazon,ORD-000319,2025-03-02,PO-00319,USD,218.81,21.88,6.41,10.04,2306.5,2188.1,218.8,B008675,New,10,Gift Card,Cancelled,Pending,2025-03-23,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-9896,Sample Product,,,,,SP-028,SM-004
Amazon,ORD-000320,2025-03-02,PO-00320,USD,255.75,25.58,18.34,36.41,1714.44,1790.25,179.06,B002415,Refurbished,7,Gift Card,Pending,In Transit,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-2834,Sample Product,,,,,SP-014,SM-002
Amazon,ORD-000321,2025-03-25,PO-00321,USD,237.04,23.7,5.57,38.95,221.79,237.04,23.7,B003130,Refurbished,1,Credit Card,Cancelled,Pending,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-8648,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-000322,2025-03-05,PO-00322,USD,170.14,17.01,16.18,11.09,880.3,850.7,85.05,B005721,Used - Like New,5,Credit Card,Pending,Delivered,2025-03-09,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-1815,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-000323,2025-03-11,PO-00323,USD,170.28,17.03,11.77,8.2,895.55,851.4,85.15,B003001,Used - Like New,5,PayPal,Pending,Pending,2025-03-11,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-3854,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-000324,2025-03-16,PO-00324,USD,63.77,6.38,14.79,1.26,68.89,63.77,6.38,B003157,Used - Like New,1,Credit Card,Shipped,Pending,2025-03-04,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3123,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-000325,2025-03-06,PO-00325,USD,466.65,46.66,11.43,68.33,4449.8,4666.5,466.6,B002697,Refurbished,10,Gift Card,Pending,Delivered,2025-03-05,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-6839,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-000326,2025-03-05,PO-00326,USD,97.39,9.74,8.75,19.47,262.98,292.17,29.22,B003098,Used - Like New,3,Credit Card,Pending,Delivered,2025-03-16,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-6005,Sample Product,,,,,SP-023,SM-003
Amazon,ORD-000327,2025-03-21,PO-00327,USD,269.87,26.99,10.55,41.25,1533.66,1619.22,161.94,B001602,Refurbished,6,PayPal,Pending,Delivered,2025-03-22,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-9381,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-000328,2025-03-14,PO-00328,USD,222.22,22.22,11.08,26.37,1308.42,1333.32,133.32,B002404,New,6,PayPal,Pending,Pending,2025-03-23,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3015,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-000329,2025-03-08,PO-00329,USD,205.63,20.56,12.28,10.93,645.78,616.89,61.68,B006249,New,3,PayPal,Cancelled,Delivered,2025-03-01,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-6355,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-000330,2025-03-10,PO-00330,USD,287.4,28.74,6.77,40.04,2484.9,2586.6,258.66,B007132,New,9,Gift Card,Shipped,Delivered,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-7688,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-000331,2025-03-26,PO-00331,USD,236.65,23.67,18.49,33.08,454.48,473.3,47.34,B009749,Used - Like New,2,Credit Card,Shipped,Pending,2025-03-10,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-8267,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-000332,2025-03-19,PO-00332,USD,162.77,16.28,18.85,21.52,945.18,976.62,97.68,B009984,Used - Like New,6,Credit Card,Pending,Pending,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7506,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-000333,2025-03-22,PO-00333,USD,358.71,35.87,11.79,64.3,660.56,717.42,71.74,B005390,New,2,Credit Card,Cancelled,In Transit,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-4641,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-000334,2025-03-14,PO-00334,USD,234.62,23.46,16.36,18.09,719.97,703.86,70.38,B008269,New,3,PayPal,Shipped,In Transit,2025-03-21,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-8523,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-000335,2025-03-16,PO-00335,USD,150.29,15.03,13.65,18.49,1468.3,1502.9,150.3,B006007,Used - Like New,10,Gift Card,Cancelled,Delivered,2025-03-13,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-7379,Sample Product,,,,,SP-035,SM-004
Amazon,ORD-000336,2025-03-21,PO-00336,USD,233.0,23.3,5.06,23.5,1164.0,1165.0,116.5,B005014,Used - Like New,5,Gift Card,Cancelled,Delivered,2025-03-19,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-6606,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-000337,2025-03-22,PO-00337,USD,463.83,46.38,19.78,21.17,978.08,927.66,92.76,B001550,Refurbished,2,Gift Card,Pending,In Transit,2025-03-07,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-1780,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-000338,2025-03-16,PO-00338,USD,23.06,2.31,15.73,1.09,24.28,23.06,2.31,B002282,Refurbished,1,Credit Card,Shipped,In Transit,2025-03-04,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-2494,Sample Product,,,,,SP-029,SM-004
Amazon,ORD-000339,2025-03-24,PO-00339,USD,37.68,3.77,7.23,6.73,277.76,301.44,30.16,B005046,Refurbished,8,Gift Card,Shipped,In Transit,2025-03-16,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-7908,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-000340,2025-03-26,PO-00340,USD,78.0,7.8,9.83,15.37,211.29,234.0,23.4,B007831,New,3,PayPal,Cancelled,In Transit,2025-03-21,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-7253,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-000341,2025-03-19,PO-00341,USD,187.57,18.76,17.16,4.66,806.68,750.28,75.04,B005664,Refurbished,4,Credit Card,Pending,Pending,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-2988,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000342,2025-03-10,PO-00342,USD,496.21,49.62,13.53,27.0,518.83,496.21,49.62,B007797,Refurbished,1,Credit Card,Cancelled,Delivered,2025-03-16,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3804,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-000343,2025-03-04,PO-00343,USD,430.29,43.03,13.35,70.94,402.38,430.29,43.03,B005275,New,1,PayPal,Shipped,In Transit,2025-03-24,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-5601,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-000344,2025-03-18,PO-00344,USD,168.38,16.84,19.17,30.51,154.71,168.38,16.84,B009947,Used - Like New,1,PayPal,Pending,Pending,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-1547,Sample Product,,,,,SP-016,SM-002
